日期,时间,预测时的日期,间隔天数,风电预测,风力发电,光伏预测,光伏发电,供电预测,供电负荷值
2023-11-10,21:45,2023-11-08,2,4141.34,4876.1421,0,0.0,13340.93,11874.3076
2023-11-10,21:45,2023-11-09,1,4106.01,4876.1421,0,0.0,13720.93,11874.3076
2023-11-10,22:00,2023-11-03,7,519.55,4830.8252,0,0.0,13622.89,11714.5811
2023-11-10,22:00,2023-11-04,6,519.55,4830.8252,0,0.0,12723.2207,11714.5811
2023-11-10,22:00,2023-11-05,5,3917.25,4830.8252,0,0.0,12723.2207,11714.5811
2023-11-10,22:00,2023-11-06,4,2407.2,4830.8252,0,0.0,12723.2207,11714.5811
2023-11-10,22:00,2023-11-07,3,4140.34,4830.8252,0,0.0,12723.2207,11714.5811
2023-11-10,22:00,2023-11-08,2,4140.34,4830.8252,0,0.0,13143.22,11714.5811
2023-11-10,22:00,2023-11-09,1,4101.35,4830.8252,0,0.0,13523.22,11714.5811
2023-11-10,22:15,2023-11-03,7,523.11,4843.627,0,0.0,13490.71,11376.2598
2023-11-10,22:15,2023-11-04,6,523.11,4843.627,0,0.0,12591.0352,11376.2598
2023-11-10,22:15,2023-11-05,5,3896.21,4843.627,0,0.0,12591.0352,11376.2598
2023-11-10,22:15,2023-11-06,4,2396.83,4843.627,0,0.0,12591.0352,11376.2598
2023-11-10,22:15,2023-11-07,3,4137.56,4843.627,0,0.0,12591.0352,11376.2598
2023-11-10,22:15,2023-11-08,2,4137.56,4843.627,0,0.0,13011.04,11376.2598
2023-11-10,22:15,2023-11-09,1,4101.6,4843.627,0,0.0,13391.04,11376.2598
2023-11-10,22:30,2023-11-03,7,526.5,4877.3633,0,0.0,13300.94,11187.9316
2023-11-10,22:30,2023-11-04,6,526.5,4877.3633,0,0.0,12401.2686,11187.9316
2023-11-10,22:30,2023-11-05,5,3875.43,4877.3633,0,0.0,12401.2686,11187.9316
2023-11-10,22:30,2023-11-06,4,2386.59,4877.3633,0,0.0,12401.2686,11187.9316
2023-11-10,22:30,2023-11-07,3,4132.8,4877.3633,0,0.0,12401.2686,11187.9316
2023-11-10,22:30,2023-11-08,2,4132.8,4877.3633,0,0.0,12821.27,11187.9316
2023-11-10,22:30,2023-11-09,1,4103.93,4877.3633,0,0.0,13201.27,11187.9316
2023-11-10,22:45,2023-11-03,7,529.83,4908.0884,0,0.0,13257.47,11178.0557
2023-11-10,22:45,2023-11-04,6,529.83,4908.0884,0,0.0,12357.8018,11178.0557
2023-11-10,22:45,2023-11-05,5,3854.95,4908.0884,0,0.0,12357.8018,11178.0557
2023-11-10,22:45,2023-11-06,4,2376.57,4908.0884,0,0.0,12357.8018,11178.0557
2023-11-10,22:45,2023-11-07,3,4125.6,4908.0884,0,0.0,12357.8018,11178.0557
2023-11-10,22:45,2023-11-08,2,4125.6,4908.0884,0,0.0,12777.8,11178.0557
2023-11-10,22:45,2023-11-09,1,4102.27,4908.0884,0,0.0,13157.8,11178.0557
2023-11-10,23:00,2023-11-03,7,532.94,4856.6118,0,0.0,12998.96,11098.0
2023-11-10,23:00,2023-11-04,6,532.94,4856.6118,0,0.0,12099.2891,11098.0
2023-11-10,23:00,2023-11-05,5,3835.22,4856.6118,0,0.0,12099.2891,11098.0
2023-11-10,23:00,2023-11-06,4,2366.81,4856.6118,0,0.0,12099.2891,11098.0
2023-11-10,23:00,2023-11-07,3,4115.45,4856.6118,0,0.0,12099.2891,11098.0
2023-11-10,23:00,2023-11-08,2,4115.45,4856.6118,0,0.0,12519.29,11098.0
2023-11-10,23:00,2023-11-09,1,4090.37,4856.6118,0,0.0,12899.29,11098.0
2023-11-10,23:15,2023-11-03,7,535.71,4788.2588,0,0.0,12831.32,10704.5889
2023-11-10,23:15,2023-11-04,6,535.71,4788.2588,0,0.0,11931.6504,10704.5889
2023-11-10,23:15,2023-11-05,5,3816.1,4788.2588,0,0.0,11931.6504,10704.5889
2023-11-10,23:15,2023-11-06,4,2357.58,4788.2588,0,0.0,11931.6504,10704.5889
2023-11-10,23:15,2023-11-07,3,4104.06,4788.2588,0,0.0,11931.6504,10704.5889
2023-11-10,23:15,2023-11-08,2,4104.06,4788.2588,0,0.0,12351.65,10704.5889
2023-11-10,23:15,2023-11-09,1,4072.05,4788.2588,0,0.0,12731.65,10704.5889
2023-11-11,10:00,2023-11-04,7,264.48,2288.6128,1501.27,3882.6628,14063.8389,11772.6621
2023-11-11,10:00,2023-11-05,6,3743.07,2288.6128,2095.24,3882.6628,14063.8389,11772.6621
2023-11-11,10:00,2023-11-06,5,2001.44,2288.6128,2072.21,3882.6628,14063.8389,11772.6621
2023-11-11,10:00,2023-11-07,4,2866.83,2288.6128,2783.36,3882.6628,14063.8389,11772.6621
2023-11-11,10:00,2023-11-08,3,2866.83,2288.6128,2783.36,3882.6628,14063.8389,11772.6621
2023-11-11,10:00,2023-11-09,2,2937.02,2288.6128,2724.07,3882.6628,14463.84,11772.6621
2023-11-11,10:00,2023-11-10,1,2825.54,2288.6128,2721.43,3882.6628,14673.84,11772.6621
2023-11-11,10:15,2023-11-04,7,257.87,2205.9424,1558.87,3963.2991,14185.4707,11901.502
2023-11-11,10:15,2023-11-05,6,3728.78,2205.9424,2155.31,3963.2991,14185.4707,11901.502
2023-11-11,10:15,2023-11-06,5,1943.47,2205.9424,2131.99,3963.2991,14185.4707,11901.502
2023-11-11,10:15,2023-11-07,4,2815.72,2205.9424,2870.35,3963.2991,14185.4707,11901.502
2023-11-11,10:15,2023-11-08,3,2815.72,2205.9424,2870.35,3963.2991,14185.4707,11901.502
2023-11-11,10:15,2023-11-09,2,2912.96,2205.9424,2807.35,3963.2991,14585.47,11901.502
2023-11-11,10:15,2023-11-10,1,2796.02,2205.9424,2803.56,3963.2991,14795.47,11901.502
2023-11-11,10:30,2023-11-04,7,253.36,2190.761,1578.31,4015.1978,14233.7764,11935.6563
2023-11-11,10:30,2023-11-05,6,3715.08,2190.761,2172.58,4015.1978,14233.7764,11935.6563
2023-11-11,10:30,2023-11-06,5,1886.32,2190.761,2149.29,4015.1978,14233.7764,11935.6563
2023-11-11,10:30,2023-11-07,4,2779.38,2190.761,2901.93,4015.1978,14233.7764,11935.6563
2023-11-11,10:30,2023-11-08,3,2779.38,2190.761,2901.93,4015.1978,14233.7764,11935.6563
2023-11-11,10:30,2023-11-09,2,2883.45,2190.761,2834.12,4015.1978,14633.78,11935.6563
2023-11-11,10:30,2023-11-10,1,2761.4,2190.761,2828.9,4015.1978,14843.78,11935.6563
2023-11-11,10:45,2023-11-04,7,250.26,2191.9707,1577.66,4091.1599,14319.4297,12117.3662
2023-11-11,10:45,2023-11-05,6,3702.62,2191.9707,2167.16,4091.1599,14319.4297,12117.3662
2023-11-11,10:45,2023-11-06,5,1830.82,2191.9707,2144.12,4091.1599,14319.4297,12117.3662
2023-11-11,10:45,2023-11-07,4,2760.74,2191.9707,2902.6,4091.1599,14319.4297,12117.3662
2023-11-11,10:45,2023-11-08,3,2760.74,2191.9707,2902.6,4091.1599,14319.4297,12117.3662
2023-11-11,10:45,2023-11-09,2,2864.66,2191.9707,2831.02,4091.1599,14719.43,12117.3662
2023-11-11,10:45,2023-11-10,1,2737.07,2191.9707,2823.79,4091.1599,14929.43,12117.3662
2023-11-11,11:00,2023-11-04,7,248.7,2201.1863,1581.32,4113.3784,14361.3271,12054.2217
2023-11-11,11:00,2023-11-05,6,3692.09,2201.1863,2166.49,4113.3784,14361.3271,12054.2217
2023-11-11,11:00,2023-11-06,5,1777.68,2201.1863,2143.83,4113.3784,14361.3271,12054.2217
2023-11-11,11:00,2023-11-07,4,2762.01,2201.1863,2913.29,4113.3784,14361.3271,12054.2217
2023-11-11,11:00,2023-11-08,3,2762.01,2201.1863,2913.29,4113.3784,14361.3271,12054.2217
2023-11-11,11:00,2023-11-09,2,2872.57,2201.1863,2834.42,4113.3784,14761.33,12054.2217
2023-11-11,11:00,2023-11-10,1,2738.38,2201.1863,2825.14,4113.3784,14971.33,12054.2217
2023-11-11,11:15,2023-11-04,7,248.35,2224.4434,1576.31,4129.3242,14333.6377,11927.9492
2023-11-11,11:15,2023-11-05,6,3684.12,2224.4434,2156.27,4129.3242,14333.6377,11927.9492
2023-11-11,11:15,2023-11-06,5,1727.68,2224.4434,2133.87,4129.3242,14333.6377,11927.9492
2023-11-11,11:15,2023-11-07,4,2772.3,2224.4434,2921.55,4129.3242,14333.6377,11927.9492
2023-11-11,11:15,2023-11-08,3,2772.3,2224.4434,2921.55,4129.3242,14333.6377,11927.9492
2023-11-11,11:15,2023-11-09,2,2901.16,2224.4434,2824.89,4129.3242,14733.64,11927.9492
2023-11-11,11:15,2023-11-10,1,2757.14,2224.4434,2813.72,4129.3242,14943.64,11927.9492
2023-11-11,11:30,2023-11-04,7,249.72,2308.2781,1549.51,4129.0591,14113.7354,11776.248
2023-11-11,11:30,2023-11-05,6,3679.39,2308.2781,2122.12,4129.0591,14113.7354,11776.248
2023-11-11,11:30,2023-11-06,5,1681.63,2308.2781,2099.49,4129.0591,14113.7354,11776.248
2023-11-11,11:30,2023-11-07,4,2778.47,2308.2781,2886.52,4129.0591,14113.7354,11776.248
2023-11-11,11:30,2023-11-08,3,2778.47,2308.2781,2886.52,4129.0591,14113.7354,11776.248
2023-11-11,11:30,2023-11-09,2,2931.02,2308.2781,2782.86,4129.0591,14513.74,11776.248
2023-11-11,11:30,2023-11-10,1,2775.62,2308.2781,2770.27,4129.0591,14723.74,11776.248
2023-11-11,11:45,2023-11-04,7,252.51,2443.0347,1512.54,4113.71,14012.7236,11689.584
2023-11-11,11:45,2023-11-05,6,3678.48,2443.0347,2076.51,4113.71,14012.7236,11689.584
2023-11-11,11:45,2023-11-06,5,1640.39,2443.0347,2053.54,4113.71,14012.7236,11689.584
2023-11-11,11:45,2023-11-07,4,2781.95,2443.0347,2827.15,4113.71,14012.7236,11689.584
2023-11-11,11:45,2023-11-08,3,2781.95,2443.0347,2827.15,4113.71,14012.7236,11689.584
2023-11-11,11:45,2023-11-09,2,2958.32,2443.0347,2725.71,4113.71,14412.72,11689.584
2023-11-11,11:45,2023-11-10,1,2794.71,2443.0347,2712.07,4113.71,14622.72,11689.584
2023-11-11,12:00,2023-11-04,7,257.15,2501.4097,1478.89,4092.2307,13766.3662,11481.7715
2023-11-11,12:00,2023-11-05,6,3681.99,2501.4097,2034.46,4092.2307,13766.3662,11481.7715
2023-11-11,12:00,2023-11-06,5,1604.59,2501.4097,2011.18,4092.2307,13766.3662,11481.7715
2023-11-11,12:00,2023-11-07,4,2784.01,2501.4097,2773.89,4092.2307,13766.3662,11481.7715
2023-11-11,12:00,2023-11-08,3,2784.01,2501.4097,2773.89,4092.2307,13766.3662,11481.7715
2023-11-11,12:00,2023-11-09,2,2979.09,2501.4097,2673.69,4092.2307,14166.37,11481.7715
2023-11-11,12:00,2023-11-10,1,2815.17,2501.4097,2658.93,4092.2307,14376.37,11481.7715
2023-11-11,12:15,2023-11-04,7,263.71,2580.9805,1438.51,4040.3442,13712.7715,11470.0029
2023-11-11,12:15,2023-11-05,6,3690.64,2580.9805,1985.29,4040.3442,13712.7715,11470.0029
2023-11-11,12:15,2023-11-06,5,1575.29,2580.9805,1961.64,4040.3442,13712.7715,11470.0029
2023-11-11,12:15,2023-11-07,4,2786.1,2580.9805,2709.39,4040.3442,13712.7715,11470.0029
2023-11-11,12:15,2023-11-08,3,2786.1,2580.9805,2709.39,4040.3442,13712.7715,11470.0029
2023-11-11,12:15,2023-11-09,2,2997.29,2580.9805,2611.46,4040.3442,14112.77,11470.0029
2023-11-11,12:15,2023-11-10,1,2839.76,2580.9805,2595.61,4040.3442,14322.77,11470.0029
2023-11-11,12:30,2023-11-04,7,272.34,2633.1353,1381.45,3989.1465,13559.7813,11398.585
2023-11-11,12:30,2023-11-05,6,3705.03,2633.1353,1918.46,3989.1465,13559.7813,11398.585
2023-11-11,12:30,2023-11-06,5,1553.07,2633.1353,1894.2,3989.1465,13559.7813,11398.585
2023-11-11,12:30,2023-11-07,4,2789.73,2633.1353,2618.49,3989.1465,13559.7813,11398.585
2023-11-11,12:30,2023-11-08,3,2789.73,2633.1353,2618.49,3989.1465,13559.7813,11398.585
2023-11-11,12:30,2023-11-09,2,3016.56,2633.1353,2523.6,3989.1465,13959.78,11398.585
2023-11-11,12:30,2023-11-10,1,2866.3,2633.1353,2507.15,3989.1465,14169.78,11398.585
2023-11-11,12:45,2023-11-04,7,283.32,2696.3159,1309.53,3898.8875,13624.4785,11433.4717
2023-11-11,12:45,2023-11-05,6,3725.86,2696.3159,1861.9,3898.8875,13624.4785,11433.4717
2023-11-11,12:45,2023-11-06,5,1538.74,2696.3159,1814.36,3898.8875,13624.4785,11433.4717
2023-11-11,12:45,2023-11-07,4,2796.34,2696.3159,2514.94,3898.8875,13624.4785,11433.4717
2023-11-11,12:45,2023-11-08,3,2796.34,2696.3159,2514.94,3898.8875,13624.4785,11433.4717
2023-11-11,12:45,2023-11-09,2,3033.45,2696.3159,2447.23,3898.8875,14024.48,11433.4717
2023-11-11,12:45,2023-11-10,1,2888.89,2696.3159,2406.73,3898.8875,14234.48,11433.4717
2023-11-11,13:00,2023-11-04,7,297.02,2708.4565,1235.48,3760.6489,13602.2402,11377.8115
2023-11-11,13:00,2023-11-05,6,3753.53,2708.4565,1820.33,3760.6489,13602.2402,11377.8115
2023-11-11,13:00,2023-11-06,5,1533.18,2708.4565,1734.68,3760.6489,13602.2402,11377.8115
2023-11-11,13:00,2023-11-07,4,2806.79,2708.4565,2426.51,3760.6489,13602.2402,11377.8115
2023-11-11,13:00,2023-11-08,3,2806.79,2708.4565,2426.51,3760.6489,13602.2402,11377.8115
2023-11-11,13:00,2023-11-09,2,3044.2,2708.4565,2390.43,3760.6489,14002.24,11377.8115
2023-11-11,13:00,2023-11-10,1,2901.55,2708.4565,2310.12,3760.6489,14212.24,11377.8115
2023-11-11,13:15,2023-11-04,7,314.49,2678.498,1165.65,3596.2395,13599.4043,11566.2041
2023-11-11,13:15,2023-11-05,6,3789.04,2678.498,1748.62,3596.2395,13599.4043,11566.2041
2023-11-11,13:15,2023-11-06,5,1537.2,2678.498,1654.67,3596.2395,13599.4043,11566.2041
2023-11-11,13:15,2023-11-07,4,2822.35,2678.498,2327.02,3596.2395,13599.4043,11566.2041
2023-11-11,13:15,2023-11-08,3,2822.35,2678.498,2327.02,3596.2395,13599.4043,11566.2041
2023-11-11,13:15,2023-11-09,2,3043.07,2678.498,2294.44,3596.2395,13999.4,11566.2041
2023-11-11,13:15,2023-11-10,1,2902.98,2678.498,2205.87,3596.2395,14209.4,11566.2041
2023-11-11,13:30,2023-11-04,7,337,2698.3459,1106.36,3403.4299,13609.415,11559.0029
2023-11-11,13:30,2023-11-05,6,3832.8,2698.3459,1601.54,3403.4299,13609.415,11559.0029
2023-11-11,13:30,2023-11-06,5,1551.47,2698.3459,1574.02,3403.4299,13609.415,11559.0029
2023-11-11,13:30,2023-11-07,4,2844.43,2698.3459,2180.88,3403.4299,13609.415,11559.0029
2023-11-11,13:30,2023-11-08,3,2844.43,2698.3459,2180.88,3403.4299,13609.415,11559.0029
2023-11-11,13:30,2023-11-09,2,3036.82,2698.3459,2100.69,3403.4299,14009.42,11559.0029
2023-11-11,13:30,2023-11-10,1,2901.66,2698.3459,2082.62,3403.4299,14219.42,11559.0029
2023-11-11,13:45,2023-11-04,7,364.56,2770.467,1070.81,3165.6072,13695.6563,11715.8906
2023-11-11,13:45,2023-11-05,6,3885.52,2770.467,1379.79,3165.6072,13695.6563,11715.8906
2023-11-11,13:45,2023-11-06,5,1576.86,2770.467,1517.01,3165.6072,13695.6563,11715.8906
2023-11-11,13:45,2023-11-07,4,2874.85,2770.467,2073.21,3165.6072,13695.6563,11715.8906
2023-11-11,13:45,2023-11-08,3,2874.85,2770.467,2073.21,3165.6072,13695.6563,11715.8906
2023-11-11,13:45,2023-11-09,2,3040.81,2770.467,1809.91,3165.6072,14095.66,11715.8906
2023-11-11,13:45,2023-11-10,1,2905.96,2770.467,1971.19,3165.6072,14305.66,11715.8906
2023-11-11,14:00,2023-11-04,7,403.01,2869.3018,1045.24,2913.9355,13674.5908,11695.4473
2023-11-11,14:00,2023-11-05,6,3947.74,2869.3018,1126.96,2913.9355,13674.5908,11695.4473
2023-11-11,14:00,2023-11-06,5,1614.2,2869.3018,1476.09,2913.9355,13674.5908,11695.4473
2023-11-11,14:00,2023-11-07,4,2915.08,2869.3018,1997.87,2913.9355,13674.5908,11695.4473
2023-11-11,14:00,2023-11-08,3,2915.08,2869.3018,1997.87,2913.9355,13674.5908,11695.4473
2023-11-11,14:00,2023-11-09,2,3069.93,2869.3018,1478.32,2913.9355,14074.59,11695.4473
2023-11-11,14:00,2023-11-10,1,2924.23,2869.3018,1876.52,2913.9355,14284.59,11695.4473
2023-11-11,14:15,2023-11-04,7,457.82,2977.322,994.93,2607.1572,13694.4365,11727.5986
2023-11-11,14:15,2023-11-05,6,4017.7,2977.322,861.84,2607.1572,13694.4365,11727.5986
2023-11-11,14:15,2023-11-06,5,1658.53,2977.322,1402.73,2607.1572,13694.4365,11727.5986
2023-11-11,14:15,2023-11-07,4,2964.36,2977.322,1882.76,2607.1572,13694.4365,11727.5986
2023-11-11,14:15,2023-11-08,3,2964.36,2977.322,1882.76,2607.1572,13694.4365,11727.5986
2023-11-11,14:15,2023-11-09,2,3119.46,2977.322,1130.38,2607.1572,14094.44,11727.5986
2023-11-11,14:15,2023-11-10,1,2946.71,2977.322,1748.26,2607.1572,14304.44,11727.5986
2023-11-11,14:30,2023-11-04,7,512.65,2973.9624,885.21,2333.8501,13799.666,11899.4072
2023-11-11,14:30,2023-11-05,6,4092.5,2973.9624,602.81,2333.8501,13799.666,11899.4072
2023-11-11,14:30,2023-11-06,5,1704.47,2973.9624,1248.41,2333.8501,13799.666,11899.4072
2023-11-11,14:30,2023-11-07,4,3020.15,2973.9624,1666.28,2333.8501,13799.666,11899.4072
2023-11-11,14:30,2023-11-08,3,3020.15,2973.9624,1666.28,2333.8501,13799.666,11899.4072
2023-11-11,14:30,2023-11-09,2,3173.32,2973.9624,790.61,2333.8501,14199.67,11899.4072
2023-11-11,14:30,2023-11-10,1,2965.52,2973.9624,1536.25,2333.8501,14409.67,11899.4072
2023-11-11,14:45,2023-11-04,7,567.46,3019.5786,726.81,2015.7059,13868.1357,11964.7119
2023-11-11,14:45,2023-11-05,6,4171.56,3019.5786,368.78,2015.7059,13868.1357,11964.7119
2023-11-11,14:45,2023-11-06,5,1751.87,3019.5786,1022.86,2015.7059,13868.1357,11964.7119
2023-11-11,14:45,2023-11-07,4,3080.2,3019.5786,1357.7,2015.7059,13868.1357,11964.7119
2023-11-11,14:45,2023-11-08,3,3080.2,3019.5786,1357.7,2015.7059,13868.1357,11964.7119
2023-11-11,14:45,2023-11-09,2,3230.12,3019.5786,483.48,2015.7059,14268.14,11964.7119
2023-11-11,14:45,2023-11-10,1,2991.74,3019.5786,1243.39,2015.7059,14478.14,11964.7119
2023-11-11,15:00,2023-11-04,7,622.33,2977.9863,565.73,1667.7874,13832.2109,12045.7383
2023-11-11,15:00,2023-11-05,6,4253.98,2977.9863,179.25,1667.7874,13832.2109,12045.7383
2023-11-11,15:00,2023-11-06,5,1800.27,2977.9863,787.94,1667.7874,13832.2109,12045.7383
2023-11-11,15:00,2023-11-07,4,3142.33,2977.9863,1035.02,1667.7874,13832.2109,12045.7383
2023-11-11,15:00,2023-11-08,3,3142.33,2977.9863,1035.02,1667.7874,13832.2109,12045.7383
2023-11-11,15:00,2023-11-09,2,3288.39,2977.9863,233.57,1667.7874,14232.21,12045.7383
2023-11-11,15:00,2023-11-10,1,3036.42,2977.9863,935.82,1667.7874,14442.21,12045.7383
2023-11-11,15:15,2023-11-04,7,677.19,2948.249,419.75,1273.3193,14110.6221,12226.0049
2023-11-11,15:15,2023-11-05,6,4339.35,2948.249,75.63,1273.3193,14110.6221,12226.0049
2023-11-11,15:15,2023-11-06,5,1849.64,2948.249,572.66,1273.3193,14110.6221,12226.0049
2023-11-11,15:15,2023-11-07,4,3204.53,2948.249,740.96,1273.3193,14110.6221,12226.0049
2023-11-11,15:15,2023-11-08,3,3204.53,2948.249,740.96,1273.3193,14110.6221,12226.0049
2023-11-11,15:15,2023-11-09,2,3346.89,2948.249,65.21,1273.3193,14510.62,12226.0049
2023-11-11,15:15,2023-11-10,1,3097.89,2948.249,657.74,1273.3193,14720.62,12226.0049
2023-11-11,15:30,2023-11-04,7,731.99,2956.4124,306.72,538.9641,14198.1094,12467.7793
2023-11-11,15:30,2023-11-05,6,4426.63,2956.4124,58.49,538.9641,14198.1094,12467.7793
2023-11-11,15:30,2023-11-06,5,1899.76,2956.4124,406.22,538.9641,14198.1094,12467.7793
2023-11-11,15:30,2023-11-07,4,3264.82,2956.4124,518.34,538.9641,14198.1094,12467.7793
2023-11-11,15:30,2023-11-08,3,3264.82,2956.4124,518.34,538.9641,14198.1094,12467.7793
2023-11-11,15:30,2023-11-09,2,3404.31,2956.4124,2.99,538.9641,14598.11,12467.7793
2023-11-11,15:30,2023-11-10,1,3161.93,2956.4124,453.26,538.9641,14808.11,12467.7793
2023-11-11,15:45,2023-11-04,7,786.84,3002.8345,197.34,230.9303,14431.2373,12603.3652
2023-11-11,15:45,2023-11-05,6,4515.49,3002.8345,35.81,230.9303,14431.2373,12603.3652
2023-11-11,15:45,2023-11-06,5,1950.19,3002.8345,244.94,230.9303,14431.2373,12603.3652
2023-11-11,15:45,2023-11-07,4,3321.18,3002.8345,307.03,230.9303,14431.2373,12603.3652
2023-11-11,15:45,2023-11-08,3,3321.18,3002.8345,307.03,230.9303,14431.2373,12603.3652
2023-11-11,15:45,2023-11-09,2,3458.83,3002.8345,1.75,230.9303,14831.24,12603.3652
2023-11-11,15:45,2023-11-10,1,3220.8,3002.8345,266.18,230.9303,15041.24,12603.3652
2023-11-11,16:00,2023-11-04,7,841.69,3049.9016,83.83,75.7125,14696.5439,12925.8223
2023-11-11,16:00,2023-11-05,6,4604.92,3049.9016,12.83,75.7125,14696.5439,12925.8223
2023-11-11,16:00,2023-11-06,5,2001.65,3049.9016,82.48,75.7125,14696.5439,12925.8223
2023-11-11,16:00,2023-11-07,4,3370.77,3049.9016,95.88,75.7125,14696.5439,12925.8223
2023-11-11,16:00,2023-11-08,3,3370.77,3049.9016,95.88,75.7125,14696.5439,12925.8223
2023-11-11,16:00,2023-11-09,2,3509.08,3049.9016,0.5,75.7125,15096.54,12925.8223
2023-11-11,16:00,2023-11-10,1,3266.88,3049.9016,81.86,75.7125,15306.54,12925.8223
2023-11-11,16:15,2023-11-04,7,896.51,3209.0881,15.67,11.2561,15152.2461,13367.8672
2023-11-11,16:15,2023-11-05,6,4694.43,3209.0881,1.17,11.2561,15152.2461,13367.8672
2023-11-11,16:15,2023-11-06,5,2053.31,3209.0881,4.25,11.2561,15152.2461,13367.8672
2023-11-11,16:15,2023-11-07,4,3411.51,3209.0881,0,11.2561,15152.2461,13367.8672
2023-11-11,16:15,2023-11-08,3,3411.51,3209.0881,0,11.2561,15152.2461,13367.8672
2023-11-11,16:15,2023-11-09,2,3552.86,3209.0881,0,11.2561,15552.25,13367.8672
2023-11-11,16:15,2023-11-10,1,3306.89,3209.0881,0,11.2561,15762.25,13367.8672
2023-11-11,16:30,2023-11-04,7,951.38,3259.968,0,4.6315,15415.0049,13626.7441
2023-11-11,16:30,2023-11-05,6,4783.22,3259.968,0,4.6315,15415.0049,13626.7441
2023-11-11,16:30,2023-11-06,5,2105.29,3259.968,0,4.6315,15415.0049,13626.7441
2023-11-11,16:30,2023-11-07,4,3441.28,3259.968,0,4.6315,15415.0049,13626.7441
2023-11-11,16:30,2023-11-08,3,3441.28,3259.968,0,4.6315,15415.0049,13626.7441
2023-11-11,16:30,2023-11-09,2,3588.71,3259.968,0,4.6315,15815,13626.7441
2023-11-11,16:30,2023-11-10,1,3348.67,3259.968,0,4.6315,16025,13626.7441
2023-11-11,16:45,2023-11-04,7,1006.17,3296.8296,0,0.5192,15505.4521,13679.3418
2023-11-11,16:45,2023-11-05,6,4870.55,3296.8296,0,0.5192,15505.4521,13679.3418
2023-11-11,16:45,2023-11-06,5,2157.72,3296.8296,0,0.5192,15505.4521,13679.3418
2023-11-11,16:45,2023-11-07,4,3457.92,3296.8296,0,0.5192,15505.4521,13679.3418
2023-11-11,16:45,2023-11-08,3,3457.92,3296.8296,0,0.5192,15505.4521,13679.3418
2023-11-11,16:45,2023-11-09,2,3615.05,3296.8296,0,0.5192,15905.45,13679.3418
2023-11-11,16:45,2023-11-10,1,3386.68,3296.8296,0,0.5192,16115.45,13679.3418
2023-11-11,17:00,2023-11-04,7,1061.11,3293.196,0,3.5822,15254.0361,13493.1201
2023-11-11,17:00,2023-11-05,6,4955.81,3293.196,0,3.5822,15254.0361,13493.1201
2023-11-11,17:00,2023-11-06,5,2210.38,3293.196,0,3.5822,15254.0361,13493.1201
2023-11-11,17:00,2023-11-07,4,3459.97,3293.196,0,3.5822,15254.0361,13493.1201
2023-11-11,17:00,2023-11-08,3,3459.97,3293.196,0,3.5822,15254.0361,13493.1201
2023-11-11,17:00,2023-11-09,2,3631.85,3293.196,0,3.5822,15654.04,13493.1201
2023-11-11,17:00,2023-11-10,1,3415.62,3293.196,0,3.5822,15864.04,13493.1201
2023-11-11,17:15,2023-11-04,7,1115.88,3304.8828,0,2.8572,15053.5693,13331.4736
2023-11-11,17:15,2023-11-05,6,5038.34,3304.8828,0,2.8572,15053.5693,13331.4736
2023-11-11,17:15,2023-11-06,5,2263.23,3304.8828,0,2.8572,15053.5693,13331.4736
2023-11-11,17:15,2023-11-07,4,3452.98,3304.8828,0,2.8572,15053.5693,13331.4736
2023-11-11,17:15,2023-11-08,3,3452.98,3304.8828,0,2.8572,15053.5693,13331.4736
2023-11-11,17:15,2023-11-09,2,3643.01,3304.8828,0,2.8572,15453.57,13331.4736
2023-11-11,17:15,2023-11-10,1,3442.72,3304.8828,0,2.8572,15663.57,13331.4736
2023-11-11,17:30,2023-11-04,7,1170.72,3292.3254,0,0.85,14873.2803,13130.5303
2023-11-11,17:30,2023-11-05,6,5117.34,3292.3254,0,0.85,14873.2803,13130.5303
2023-11-11,17:30,2023-11-06,5,2314.91,3292.3254,0,0.85,14873.2803,13130.5303
2023-11-11,17:30,2023-11-07,4,3444.19,3292.3254,0,0.85,14873.2803,13130.5303
2023-11-11,17:30,2023-11-08,3,3444.19,3292.3254,0,0.85,14873.2803,13130.5303
2023-11-11,17:30,2023-11-09,2,3653.26,3292.3254,0,0.85,15273.28,13130.5303
2023-11-11,17:30,2023-11-10,1,3472.82,3292.3254,0,0.85,15483.28,13130.5303
2023-11-11,17:45,2023-11-04,7,1225.58,3228.0603,0,0.0,14625.2471,13037.7002
2023-11-11,17:45,2023-11-05,6,5192.18,3228.0603,0,0.0,14625.2471,13037.7002
2023-11-11,17:45,2023-11-06,5,2364.95,3228.0603,0,0.0,14625.2471,13037.7002
2023-11-11,17:45,2023-11-07,4,3434.35,3228.0603,0,0.0,14625.2471,13037.7002
2023-11-11,17:45,2023-11-08,3,3434.35,3228.0603,0,0.0,14625.2471,13037.7002
2023-11-11,17:45,2023-11-09,2,3662.91,3228.0603,0,0.0,15025.25,13037.7002
2023-11-11,17:45,2023-11-10,1,3496.73,3228.0603,0,0.0,15235.25,13037.7002
2023-11-11,18:00,2023-11-04,7,1280.39,3175.8513,0,0.0,14473.6787,12888.0898
2023-11-11,18:00,2023-11-05,6,5262.13,3175.8513,0,0.0,14473.6787,12888.0898
2023-11-11,18:00,2023-11-06,5,2412.25,3175.8513,0,0.0,14473.6787,12888.0898
2023-11-11,18:00,2023-11-07,4,3424.02,3175.8513,0,0.0,14473.6787,12888.0898
