日期,时间,预测时的日期,间隔天数,风电预测,风力发电,光伏预测,光伏发电,供电预测,供电负荷值
2023-10-11,10:00,2023-10-10,1,800.59,923.1056,2712.15,3697.4404,,10281.3955
2023-10-11,10:00,2023-10-10,1,855.9,923.1056,2710.7,3697.4404,,10281.3955
2023-10-11,10:15,2023-10-10,1,840.58,1023.3283,2790.81,3713.2668,,10417.02
2023-10-11,10:15,2023-10-10,1,892.3,1023.3283,2788.33,3713.2668,,10417.02
2023-10-11,10:30,2023-10-10,1,881.21,1108.7458,2819.02,3810.4526,,10566.689
2023-10-11,10:30,2023-10-10,1,928.49,1108.7458,2815.8,3810.4526,,10566.689
2023-10-11,10:45,2023-10-10,1,965.23,1197.8524,2817.19,3892.4531,,10694.824
2023-10-11,10:45,2023-10-10,1,920.72,1197.8524,2821.23,3892.4531,,10694.824
2023-10-11,11:00,2023-10-10,1,1002.84,1305.517,2824.53,3918.7742,,10741.696
2023-10-11,11:00,2023-10-10,1,957.28,1305.517,2829.5,3918.7742,,10741.696
2023-10-11,11:15,2023-10-10,1,991.99,1449.7572,2825.53,3957.308,,10584.542
2023-10-11,11:15,2023-10-10,1,1042.67,1449.7572,2819.89,3957.308,,10584.542
2023-10-11,11:30,2023-10-10,1,1083,1597.3583,2785.21,3949.4722,,10360.679
2023-10-11,11:30,2023-10-10,1,1026.78,1597.3583,2790.98,3949.4722,,10360.679
2023-10-11,11:45,2023-10-10,1,1061.36,1752.784,2742.84,3862.412,,10130.241
2023-10-11,11:45,2023-10-10,1,1122.27,1752.784,2737.3,3862.412,,10130.241
2023-10-11,12:00,2023-10-10,1,1159.07,1946.4342,2694.68,3892.6167,,9941.696
2023-10-11,12:00,2023-10-10,1,1095.73,1946.4342,2699.9,3892.6167,,9941.696
2023-10-11,12:15,2023-10-10,1,1130.54,2019.8337,2646.5,3847.7004,,9802.662
2023-10-11,12:15,2023-10-10,1,1195.63,2019.8337,2641.57,3847.7004,,9802.662
2023-10-11,12:30,2023-10-10,1,1165.81,2016.9486,2567.04,3780.5583,,9788.691
2023-10-11,12:30,2023-10-10,1,1233.28,2016.9486,2562.28,3780.5583,,9788.691
2023-10-11,12:45,2023-10-10,1,1200.27,1996.9247,2465.62,3698.6553,,9758.526
2023-10-11,12:45,2023-10-10,1,1268.73,1996.9247,2460.95,3698.6553,,9758.526
2023-10-11,13:00,2023-10-10,1,1232.64,2038.6245,2361.88,3600.99,,9682.515
2023-10-11,13:00,2023-10-10,1,1298.91,2038.6245,2357.15,3600.99,,9682.515
2023-10-11,13:15,2023-10-10,1,1270.55,2072.5479,2262.92,3487.8428,,9787.546
2023-10-11,13:15,2023-10-10,1,1332.55,2072.5479,2258.28,3487.8428,,9787.546
2023-10-11,13:30,2023-10-10,1,1312.18,2092.6284,2175.94,3352.137,,9871.111
2023-10-11,13:30,2023-10-10,1,1370.97,2092.6284,2171.82,3352.137,,9871.111
2023-10-11,13:45,2023-10-10,1,1346.23,2147.9673,2116.58,3195.5132,,9922.791
2023-10-11,13:45,2023-10-10,1,1399.81,2147.9673,2113.16,3195.5132,,9922.791
2023-10-11,14:00,2023-10-10,1,1361.09,2144.5789,2070.15,3015.5984,,9904.088
2023-10-11,14:00,2023-10-10,1,1404.72,2144.5789,2067.25,3015.5984,,9904.088
2023-10-11,14:15,2023-10-10,1,1383.67,2114.2476,1995.86,2803.6548,,10009.905
2023-10-11,14:15,2023-10-10,1,1353.98,2114.2476,1997.98,2803.6548,,10009.905
2023-10-11,14:30,2023-10-10,1,1356.38,2138.1345,1860.72,2576.1482,,9980.724
2023-10-11,14:30,2023-10-10,1,1341.6,2138.1345,1861.54,2576.1482,,9980.724
2023-10-11,14:45,2023-10-10,1,1340.26,2124.8528,1685.4,2332.7812,,10086.804
2023-10-11,14:45,2023-10-10,1,1341.59,2124.8528,1686.59,2332.7812,,10086.804
2023-10-11,15:00,2023-10-10,1,1357.22,2039.9182,1516.28,2053.123,,10203.236
2023-10-11,15:00,2023-10-10,1,1366.59,2039.9182,1512.67,2053.123,,10203.236
2023-10-11,15:15,2023-10-10,1,1399.62,1959.8591,1332.98,1767.5416,,10371.764
2023-10-11,15:15,2023-10-10,1,1381.09,1959.8591,1338.43,1767.5416,,10371.764
2023-10-11,15:30,2023-10-10,1,1395.88,1843.5774,1141.77,1476.2336,,10549.411
2023-10-11,15:30,2023-10-10,1,1423.31,1843.5774,1136.21,1476.2336,,10549.411
2023-10-11,15:45,2023-10-10,1,1465.71,1842.5558,915.19,1162.3074,,10741.0
2023-10-11,15:45,2023-10-10,1,1429.04,1842.5558,920.53,1162.3074,,10741.0
2023-10-11,16:00,2023-10-10,1,1506.75,1832.4711,691.66,846.5379,,10940.619
2023-10-11,16:00,2023-10-10,1,1555.13,1832.4711,686.13,846.5379,,10940.619
2023-10-11,16:15,2023-10-10,1,1692.63,1832.6711,473.17,550.6599,,11238.05
2023-10-11,16:15,2023-10-10,1,1624.91,1832.6711,478.03,550.6599,,11238.05
2023-10-11,16:30,2023-10-10,1,1748.61,1915.8845,302.31,288.0647,,11453.905
2023-10-11,16:30,2023-10-10,1,1840.05,1915.8845,300.6,288.0647,,11453.905
2023-10-11,16:45,2023-10-10,1,1967.57,1924.6038,120.52,77.7307,,11688.081
2023-10-11,16:45,2023-10-10,1,1861.36,1924.6038,116.14,77.7307,,11688.081
2023-10-11,17:00,2023-10-10,1,2045.58,1959.4019,6.6,9.9256,,11798.365
2023-10-11,17:00,2023-10-10,1,1946.37,1959.4019,2.38,9.9256,,11798.365
2023-10-11,17:15,2023-10-10,1,2094.04,2020.1239,0,3.318,,11951.654
2023-10-11,17:15,2023-10-10,1,2023.02,2020.1239,0,3.318,,11951.654
2023-10-11,17:30,2023-10-10,1,2146,2134.9634,0,0.4404,,12024.592
2023-10-11,17:30,2023-10-10,1,2106.82,2134.9634,0,0.4404,,12024.592
2023-10-11,17:45,2023-10-10,1,2176.32,2260.6428,0,2.0829,,11966.049
2023-10-11,17:45,2023-10-10,1,2190.98,2260.6428,0,2.0829,,11966.049
2023-10-11,18:00,2023-10-10,1,2218.57,2305.5908,0,0.0,,11917.752
2023-10-11,18:00,2023-10-10,1,2210.1,2305.5908,0,0.0,,11917.752
2023-10-11,18:15,2023-10-10,1,2226.38,2346.4175,0,0.0,,11680.708
2023-10-11,18:15,2023-10-10,1,2236.64,2346.4175,0,0.0,,11680.708
2023-10-11,18:30,2023-10-10,1,2247.77,2413.2708,0,0.0,,11636.363
2023-10-11,18:30,2023-10-10,1,2256.34,2413.2708,0,0.0,,11636.363
2023-10-11,18:45,2023-10-10,1,2272.69,2403.256,0,0.0,,11602.219
2023-10-11,18:45,2023-10-10,1,2259.06,2403.256,0,0.0,,11602.219
2023-10-11,19:00,2023-10-10,1,2280.27,2395.6711,0,0.0,,11507.519
2023-10-11,19:00,2023-10-10,1,2244.76,2395.6711,0,0.0,,11507.519
2023-10-11,19:15,2023-10-10,1,2288.46,2366.7002,0,0.0,,11474.047
2023-10-11,19:15,2023-10-10,1,2211.14,2366.7002,0,0.0,,11474.047
2023-10-11,19:30,2023-10-10,1,2300.8,2331.1362,0,0.0,,11309.899
2023-10-11,19:30,2023-10-10,1,2176.37,2331.1362,0,0.0,,11309.899
2023-10-11,19:45,2023-10-10,1,2143.83,2344.6108,0,0.0,,11374.161
2023-10-11,19:45,2023-10-10,1,2304.82,2344.6108,0,0.0,,11374.161
2023-10-11,20:00,2023-10-10,1,2116.7,2342.7473,0,0.0,,11306.422
2023-10-11,20:00,2023-10-10,1,2287.58,2342.7473,0,0.0,,11306.422
2023-10-11,20:15,2023-10-10,1,2253.27,2350.335,0,0.0,,11271.529
2023-10-11,20:15,2023-10-10,1,2091.14,2350.335,0,0.0,,11271.529
2023-10-11,20:30,2023-10-10,1,2064.02,2454.2664,0,0.0,,11238.438
2023-10-11,20:30,2023-10-10,1,2217.33,2454.2664,0,0.0,,11238.438
2023-10-11,20:45,2023-10-10,1,2039.97,2557.7979,0,0.0,,11169.437
2023-10-11,20:45,2023-10-10,1,2184.57,2557.7979,0,0.0,,11169.437
2023-10-11,21:00,2023-10-10,1,2159.67,2657.8738,0,0.0,,10920.054
2023-10-11,21:00,2023-10-10,1,2023.43,2657.8738,0,0.0,,10920.054
2023-10-11,21:15,2023-10-10,1,2012.98,2749.6074,0,0.0,,10804.458
2023-10-11,21:15,2023-10-10,1,2140.66,2749.6074,0,0.0,,10804.458
2023-10-11,21:30,2023-10-10,1,2002.48,2771.0107,0,0.0,,10566.881
2023-10-11,21:30,2023-10-10,1,2121.96,2771.0107,0,0.0,,10566.881
2023-10-11,21:45,2023-10-10,1,1992.12,2814.157,0,0.0,,10326.628
2023-10-11,21:45,2023-10-10,1,2102.68,2814.157,0,0.0,,10326.628
2023-10-11,22:00,2023-10-10,1,2082.11,2933.5974,0,0.0,,10293.322
2023-10-11,22:00,2023-10-10,1,1982.13,2933.5974,0,0.0,,10293.322
2023-10-11,22:15,2023-10-10,1,1973.88,3033.0283,0,0.0,,10085.275
2023-10-11,22:15,2023-10-10,1,2059.19,3033.0283,0,0.0,,10085.275
2023-10-11,22:30,2023-10-10,1,1966.27,3152.4727,0,0.0,,9860.813
2023-10-11,22:30,2023-10-10,1,2035.21,3152.4727,0,0.0,,9860.813
2023-10-11,22:45,2023-10-10,1,1957.31,3246.1829,0,0.0,,9862.812
2023-10-11,22:45,2023-10-10,1,2013.51,3246.1829,0,0.0,,9862.812
2023-10-11,23:00,2023-10-10,1,1996.31,3323.153,0,0.0,,9790.055
2023-10-11,23:00,2023-10-10,1,1944.79,3323.153,0,0.0,,9790.055
2023-10-11,23:15,2023-10-10,1,1930.19,3402.644,0,0.0,,9611.281
2023-10-11,23:15,2023-10-10,1,1980.47,3402.644,0,0.0,,9611.281
2023-10-12,10:00,2023-10-10,2,1442.42,2135.603,2707.5,3644.9834,,10257.599
2023-10-12,10:00,2023-10-10,2,1587.92,2135.603,2705.93,3644.9834,,10257.599
2023-10-12,10:00,2023-10-11,1,1442.42,2135.603,2707.5,3644.9834,,10257.599
2023-10-12,10:15,2023-10-10,2,1482.69,2229.3474,2786.04,3722.871,,10378.261
2023-10-12,10:15,2023-10-10,2,1624.11,2229.3474,2784.39,3722.871,,10378.261
2023-10-12,10:15,2023-10-11,1,1482.69,2229.3474,2786.04,3722.871,,10378.261
2023-10-12,10:30,2023-10-10,2,1522.69,2284.5208,2814.01,3788.265,,10539.249
2023-10-12,10:30,2023-10-10,2,1659.69,2284.5208,2812.81,3788.265,,10539.249
2023-10-12,10:30,2023-10-11,1,1522.69,2284.5208,2814.01,3788.265,,10539.249
2023-10-12,10:45,2023-10-10,2,1696.46,2450.8406,2815.36,3839.672,,10734.463
2023-10-12,10:45,2023-10-10,2,1563.24,2450.8406,2815.62,3839.672,,10734.463
2023-10-12,10:45,2023-10-11,1,1563.24,2450.8406,2815.62,3839.672,,10734.463
2023-10-12,11:00,2023-10-10,2,1605.84,2581.2651,2823.23,3869.6272,,10657.121
2023-10-12,11:00,2023-10-10,2,1735.83,2581.2651,2823.97,3869.6272,,10657.121
2023-10-12,11:00,2023-10-11,1,1605.84,2581.2651,2823.23,3869.6272,,10657.121
2023-10-12,11:15,2023-10-10,2,1653.48,2719.0142,2818.82,3876.051,,10554.771
2023-10-12,11:15,2023-10-10,2,1780.02,2719.0142,2820.42,3876.051,,10554.771
2023-10-12,11:15,2023-10-11,1,1653.48,2719.0142,2818.82,3876.051,,10554.771
2023-10-12,11:30,2023-10-10,2,1825.96,2926.5605,2786.37,3872.0952,,10325.846
2023-10-12,11:30,2023-10-10,2,1702.38,2926.5605,2784.31,3872.0952,,10325.846
2023-10-12,11:30,2023-10-11,1,1702.38,2926.5605,2784.31,3872.0952,,10325.846
2023-10-12,11:45,2023-10-10,2,1868.3,3105.1938,2738.68,3855.4458,,10059.656
2023-10-12,11:45,2023-10-10,2,1748.77,3105.1938,2736.28,3855.4458,,10059.656
2023-10-12,11:45,2023-10-11,1,1748.77,3105.1938,2736.28,3855.4458,,10059.656
2023-10-12,12:00,2023-10-10,2,1901.4,3205.4412,2696.08,3841.5625,,9878.291
2023-10-12,12:00,2023-10-10,2,1788.74,3205.4412,2693.26,3841.5625,,9878.291
2023-10-12,12:00,2023-10-11,1,1788.74,3205.4412,2693.26,3841.5625,,9878.291
2023-10-12,12:15,2023-10-10,2,1826.27,3303.6956,2640.17,3794.2214,,9779.57
2023-10-12,12:15,2023-10-10,2,1930.14,3303.6956,2643.3,3794.2214,,9779.57
2023-10-12,12:15,2023-10-11,1,1826.27,3303.6956,2640.17,3794.2214,,9779.57
2023-10-12,12:30,2023-10-10,2,1959.8,3403.761,2565,3722.8994,,9804.15
2023-10-12,12:30,2023-10-10,2,1864.72,3403.761,2561.87,3722.8994,,9804.15
2023-10-12,12:30,2023-10-11,1,1864.72,3403.761,2561.87,3722.8994,,9804.15
2023-10-12,12:45,2023-10-10,2,1901.3,3493.4033,2462.51,3661.11,,9741.0
2023-10-12,12:45,2023-10-10,2,1987.55,3493.4033,2470.71,3661.11,,9741.0
2023-10-12,12:45,2023-10-11,1,1901.3,3493.4033,2462.51,3661.11,,9741.0
2023-10-12,13:00,2023-10-10,2,2010.5,3645.3643,2377.81,3555.4277,,9708.248
2023-10-12,13:00,2023-10-10,2,1933.01,3645.3643,2360.92,3555.4277,,9708.248
2023-10-12,13:00,2023-10-11,1,1933.01,3645.3643,2360.92,3555.4277,,9708.248
2023-10-12,13:15,2023-10-10,2,1966.2,3696.364,2263.85,3438.4324,,9828.263
2023-10-12,13:15,2023-10-10,2,2021.83,3696.364,2282.24,3438.4324,,9828.263
2023-10-12,13:15,2023-10-11,1,1966.2,3696.364,2263.85,3438.4324,,9828.263
2023-10-12,13:30,2023-10-10,2,2027.64,3789.5488,2180.21,3316.665,,9931.112
2023-10-12,13:30,2023-10-10,2,2002.41,3789.5488,2177.95,3316.665,,9931.112
2023-10-12,13:30,2023-10-11,1,2002.41,3789.5488,2177.95,3316.665,,9931.112
2023-10-12,13:45,2023-10-10,2,2032.48,3805.0413,2119.08,3161.6196,,9917.452
2023-10-12,13:45,2023-10-10,2,2044.63,3805.0413,2085.84,3161.6196,,9917.452
2023-10-12,13:45,2023-10-11,1,2032.48,3805.0413,2119.08,3161.6196,,9917.452
2023-10-12,14:00,2023-10-10,2,2089.64,3768.75,2008.83,2976.9844,,9921.803
2023-10-12,14:00,2023-10-10,2,2047.19,3768.75,2073.04,2976.9844,,9921.803
2023-10-12,14:00,2023-10-11,1,2047.19,3768.75,2073.04,2976.9844,,9921.803
2023-10-12,14:15,2023-10-10,2,2156.64,3829.9763,1938.85,2783.8433,,10065.272
2023-10-12,14:15,2023-10-10,2,2041.81,3829.9763,2001.37,2783.8433,,10065.272
2023-10-12,14:15,2023-10-11,1,2041.81,3829.9763,2001.37,2783.8433,,10065.272
2023-10-12,14:30,2023-10-10,2,2030.16,3840.4915,1865.66,2554.143,,9930.255
2023-10-12,14:30,2023-10-10,2,2226.86,3840.4915,1865.39,2554.143,,9930.255
2023-10-12,14:30,2023-10-11,1,2030.16,3840.4915,1865.66,2554.143,,9930.255
2023-10-12,14:45,2023-10-10,2,2299.03,3814.1392,1778,2315.2073,,10091.527
2023-10-12,14:45,2023-10-10,2,2031.1,3814.1392,1691.49,2315.2073,,10091.527
2023-10-12,14:45,2023-10-11,1,2031.1,3814.1392,1691.49,2315.2073,,10091.527
2023-10-12,15:00,2023-10-10,2,2063.92,3750.1848,1521.66,2043.7292,,10208.197
2023-10-12,15:00,2023-10-10,2,2372.3,3750.1848,1666.15,2043.7292,,10208.197
2023-10-12,15:00,2023-10-11,1,2063.92,3750.1848,1521.66,2043.7292,,10208.197
2023-10-12,15:15,2023-10-10,2,2106.44,3707.3022,1343.26,1764.3353,,10370.334
2023-10-12,15:15,2023-10-10,2,2445.58,3707.3022,1519.59,1764.3353,,10370.334
2023-10-12,15:15,2023-10-11,1,2106.44,3707.3022,1343.26,1764.3353,,10370.334
2023-10-12,15:30,2023-10-10,2,2140.81,3627.9636,1143.35,1463.0931,,10558.363
2023-10-12,15:30,2023-10-10,2,2517.74,3627.9636,1327.65,1463.0931,,10558.363
2023-10-12,15:30,2023-10-11,1,2140.81,3627.9636,1143.35,1463.0931,,10558.363
2023-10-12,15:45,2023-10-10,2,2587.96,3518.0085,1079.67,1151.2917,,10705.985
2023-10-12,15:45,2023-10-10,2,2191.71,3518.0085,914.28,1151.2917,,10705.985
2023-10-12,15:45,2023-10-11,1,2191.71,3518.0085,914.28,1151.2917,,10705.985
2023-10-12,16:00,2023-10-10,2,2284.16,3448.241,675.78,835.986,,10989.767
2023-10-12,16:00,2023-10-10,2,2654.95,3448.241,795.42,835.986,,10989.767
2023-10-12,16:00,2023-10-11,1,2284.16,3448.241,675.78,835.986,,10989.767
2023-10-12,16:15,2023-10-10,2,2717.88,3417.8298,510.37,539.9775,,11219.742
2023-10-12,16:15,2023-10-10,2,2418.24,3417.8298,456.06,539.9775,,11219.742
2023-10-12,16:15,2023-10-11,1,2418.24,3417.8298,456.06,539.9775,,11219.742
2023-10-12,16:30,2023-10-10,2,2560.19,3511.0718,283.48,278.5935,,11462.519
2023-10-12,16:30,2023-10-10,2,2775.61,3511.0718,260.04,278.5935,,11462.519
2023-10-12,16:30,2023-10-11,1,2560.19,3511.0718,283.48,278.5935,,11462.519
2023-10-12,16:45,2023-10-10,2,2827.15,3699.2683,79.82,73.3367,,11639.057
2023-10-12,16:45,2023-10-10,2,2686.42,3699.2683,108.9,73.3367,,11639.057
2023-10-12,16:45,2023-10-11,1,2686.42,3699.2683,108.9,73.3367,,11639.057
2023-10-12,17:00,2023-10-10,2,2871.32,3925.807,5.18,2.253,,11732.53
2023-10-12,17:00,2023-10-10,2,2773.54,3925.807,2.24,2.253,,11732.53
2023-10-12,17:00,2023-10-11,1,2773.54,3925.807,2.24,2.253,,11732.53
2023-10-12,17:15,2023-10-10,2,2914.08,4167.0854,0,0.0,,12032.128
2023-10-12,17:15,2023-10-10,2,2841.4,4167.0854,0,0.0,,12032.128
2023-10-12,17:15,2023-10-11,1,2841.4,4167.0854,0,0.0,,12032.128
2023-10-12,17:30,2023-10-10,2,2960.99,4343.9883,0,0.0,,12062.262
2023-10-12,17:30,2023-10-10,2,2913.91,4343.9883,0,0.0,,12062.262
2023-10-12,17:30,2023-10-11,1,2913.91,4343.9883,0,0.0,,12062.262
2023-10-12,17:45,2023-10-10,2,2977.29,4547.849,0,0.0,,11923.476
2023-10-12,17:45,2023-10-10,2,3010.63,4547.849,0,0.0,,11923.476
2023-10-12,17:45,2023-10-11,1,2977.29,4547.849,0,0.0,,11923.476
2023-10-12,18:00,2023-10-10,2,3061.56,4693.373,0,0.0,,11821.287
2023-10-12,18:00,2023-10-10,2,3018.09,4693.373,0,0.0,,11821.287
2023-10-12,18:00,2023-10-11,1,3018.09,4693.373,0,0.0,,11821.287
2023-10-12,18:15,2023-10-10,2,3112.54,4748.528,0,0.0,,11684.014
2023-10-12,18:15,2023-10-10,2,3043.07,4748.528,0,0.0,,11684.014
2023-10-12,18:15,2023-10-11,1,3043.07,4748.528,0,0.0,,11684.014
2023-10-12,18:30,2023-10-10,2,3162.19,4868.143,0,0.0,,11617.803
2023-10-12,18:30,2023-10-10,2,3067.88,4868.143,0,0.0,,11617.803
2023-10-12,18:30,2023-10-11,1,3067.88,4868.143,0,0.0,,11617.803
2023-10-12,18:45,2023-10-10,2,3209.09,4960.051,0,0.0,,11489.535
2023-10-12,18:45,2023-10-10,2,3092.88,4960.051,0,0.0,,11489.535
2023-10-12,18:45,2023-10-11,1,3092.88,4960.051,0,0.0,,11489.535
2023-10-12,19:00,2023-10-10,2,3117.98,5057.498,0,0.0,,11419.628
2023-10-12,19:00,2023-10-10,2,3251.81,5057.498,0,0.0,,11419.628
2023-10-12,19:00,2023-10-11,1,3117.98,5057.498,0,0.0,,11419.628
2023-10-12,19:15,2023-10-10,2,3289.15,5159.1826,0,0.0,,11366.811
2023-10-12,19:15,2023-10-10,2,3145.9,5159.1826,0,0.0,,11366.811
2023-10-12,19:15,2023-10-11,1,3145.9,5159.1826,0,0.0,,11366.811
2023-10-12,19:30,2023-10-10,2,3319.6,5259.792,0,0.0,,11279.684
2023-10-12,19:30,2023-10-10,2,3175.36,5259.792,0,0.0,,11279.684
2023-10-12,19:30,2023-10-11,1,3175.36,5259.792,0,0.0,,11279.684
2023-10-12,19:45,2023-10-10,2,3201.58,5305.1235,0,0.0,,11210.825
2023-10-12,19:45,2023-10-10,2,3341.82,5305.1235,0,0.0,,11210.825
2023-10-12,19:45,2023-10-11,1,3201.58,5305.1235,0,0.0,,11210.825
2023-10-12,20:00,2023-10-10,2,3219.66,5328.3735,0,0.0,,11070.932
2023-10-12,20:00,2023-10-10,2,3354.47,5328.3735,0,0.0,,11070.932
2023-10-12,20:00,2023-10-11,1,3219.66,5328.3735,0,0.0,,11070.932
2023-10-12,20:15,2023-10-10,2,3364.1,5369.553,0,0.0,,11173.066
2023-10-12,20:15,2023-10-10,2,3232.82,5369.553,0,0.0,,11173.066
2023-10-12,20:15,2023-10-11,1,3232.82,5369.553,0,0.0,,11173.066
2023-10-12,20:30,2023-10-10,2,3246.44,5411.1655,0,0.0,,11130.73
2023-10-12,20:30,2023-10-10,2,3377.44,5411.1655,0,0.0,,11130.73
2023-10-12,20:30,2023-10-11,1,3246.44,5411.1655,0,0.0,,11130.73
2023-10-12,20:45,2023-10-10,2,3259.13,5475.288,0,0.0,,11001.882
2023-10-12,20:45,2023-10-10,2,3393.08,5475.288,0,0.0,,11001.882
2023-10-12,20:45,2023-10-11,1,3259.13,5475.288,0,0.0,,11001.882
2023-10-12,21:00,2023-10-10,2,3410.07,5576.36,0,0.0,,10834.592
2023-10-12,21:00,2023-10-10,2,3269.25,5576.36,0,0.0,,10834.592
2023-10-12,21:00,2023-10-11,1,3269.25,5576.36,0,0.0,,10834.592
2023-10-12,21:15,2023-10-10,2,3426.98,5676.6196,0,0.0,,10557.289
2023-10-12,21:15,2023-10-10,2,3276.96,5676.6196,0,0.0,,10557.289
2023-10-12,21:15,2023-10-11,1,3276.96,5676.6196,0,0.0,,10557.289
2023-10-12,21:30,2023-10-10,2,3442.63,5697.4634,0,0.0,,10377.423
2023-10-12,21:30,2023-10-10,2,3284.15,5697.4634,0,0.0,,10377.423
2023-10-12,21:30,2023-10-11,1,3284.15,5697.4634,0,0.0,,10377.423
2023-10-12,21:45,2023-10-10,2,3455.94,5745.814,0,0.0,,10065.002
2023-10-12,21:45,2023-10-10,2,3292.31,5745.814,0,0.0,,10065.002
2023-10-12,21:45,2023-10-11,1,3292.31,5745.814,0,0.0,,10065.002
2023-10-12,22:00,2023-10-10,2,3465.61,5760.5493,0,0.0,,9950.159
2023-10-12,22:00,2023-10-10,2,3302.82,5760.5493,0,0.0,,9950.159
2023-10-12,22:00,2023-10-11,1,3302.82,5760.5493,0,0.0,,9950.159
2023-10-12,22:15,2023-10-10,2,3318.57,5765.0005,0,0.0,,9612.205
2023-10-12,22:15,2023-10-10,2,3470.39,5765.0005,0,0.0,,9612.205
2023-10-12,22:15,2023-10-11,1,3318.57,5765.0005,0,0.0,,9612.205
2023-10-12,22:30,2023-10-10,2,3336.52,5763.9937,0,0.0,,9539.464
2023-10-12,22:30,2023-10-10,2,3469.16,5763.9937,0,0.0,,9539.464
2023-10-12,22:30,2023-10-11,1,3336.52,5763.9937,0,0.0,,9539.464
2023-10-12,22:45,2023-10-10,2,3349.89,5673.2246,0,0.0,,9653.249
2023-10-12,22:45,2023-10-10,2,3460.55,5673.2246,0,0.0,,9653.249
2023-10-12,22:45,2023-10-11,1,3349.89,5673.2246,0,0.0,,9653.249
2023-10-12,23:00,2023-10-10,2,3351.69,5655.829,0,0.0,,9476.426
2023-10-12,23:00,2023-10-10,2,3443.52,5655.829,0,0.0,,9476.426
2023-10-12,23:00,2023-10-11,1,3351.69,5655.829,0,0.0,,9476.426
2023-10-12,23:15,2023-10-10,2,3347.84,5595.358,0,0.0,,9231.216
2023-10-12,23:15,2023-10-10,2,3421.64,5595.358,0,0.0,,9231.216
2023-10-12,23:15,2023-10-11,1,3347.84,5595.358,0,0.0,,9231.216
2023-10-12,23:30,2023-10-10,2,3345.64,5628.911,0,0.0,,9069.029
2023-10-12,23:30,2023-10-10,2,3399.51,5628.911,0,0.0,,9069.029
2023-10-12,23:30,2023-10-11,1,3345.64,5628.911,0,0.0,,9069.029
2023-10-13,10:00,2023-10-10,3,2070.38,2701.5127,2723.5,3405.2114,,10305.153
2023-10-13,10:00,2023-10-10,3,2432.75,2701.5127,2704.07,3405.2114,,10305.153
2023-10-13,10:00,2023-10-11,2,2070.38,2701.5127,2723.5,3405.2114,,10305.153
2023-10-13,10:00,2023-10-12,1,2045.67,2701.5127,2711.25,3405.2114,,10305.153
2023-10-13,10:15,2023-10-10,3,2428.14,2750.6099,2783.25,3529.8398,,10462.762
2023-10-13,10:15,2023-10-10,3,2126.91,2750.6099,2802.32,3529.8398,,10462.762
2023-10-13,10:15,2023-10-11,2,2126.91,2750.6099,2802.32,3529.8398,,10462.762
2023-10-13,10:15,2023-10-12,1,2099.47,2750.6099,2789.76,3529.8398,,10462.762
2023-10-13,10:30,2023-10-10,3,2437.77,2877.836,2811.84,3608.3574,,10548.4795
2023-10-13,10:30,2023-10-10,3,2182.81,2877.836,2830.73,3608.3574,,10548.4795
2023-10-13,10:30,2023-10-11,2,2182.81,2877.836,2830.73,3608.3574,,10548.4795
2023-10-13,10:30,2023-10-12,1,2151.93,2877.836,2817.77,3608.3574,,10548.4795
2023-10-13,10:45,2023-10-10,3,2240.1,3000.0344,2833.18,3675.2761,,10722.039
2023-10-13,10:45,2023-10-10,3,2464.22,3000.0344,2813.85,3675.2761,,10722.039
2023-10-13,10:45,2023-10-11,2,2240.1,3000.0344,2833.18,3675.2761,,10722.039
2023-10-13,10:45,2023-10-12,1,2206.98,3000.0344,2819.68,3675.2761,,10722.039
2023-10-13,11:00,2023-10-10,3,2510.87,3148.5317,2821.9,3711.574,,10617.762
2023-10-13,11:00,2023-10-10,3,2301.18,3148.5317,2841.73,3711.574,,10617.762
2023-10-13,11:00,2023-10-11,2,2301.18,3148.5317,2841.73,3711.574,,10617.762
2023-10-13,11:00,2023-10-12,1,2268.55,3148.5317,2827.7,3711.574,,10617.762
2023-10-13,11:15,2023-10-10,3,2570.89,3263.7493,2818,3724.4543,,10578.145
2023-10-13,11:15,2023-10-10,3,2368.85,3263.7493,2837.96,3724.4543,,10578.145
2023-10-13,11:15,2023-10-11,2,2368.85,3263.7493,2837.96,3724.4543,,10578.145
2023-10-13,11:15,2023-10-12,1,2341.5,3263.7493,2823.49,3724.4543,,10578.145
2023-10-13,11:30,2023-10-10,3,2439.06,3419.23,2803.45,3714.7378,,10352.29
2023-10-13,11:30,2023-10-10,3,2634.3,3419.23,2784.34,3714.7378,,10352.29
2023-10-13,11:30,2023-10-11,2,2439.06,3419.23,2803.45,3714.7378,,10352.29
2023-10-13,11:30,2023-10-12,1,2418.9,3419.23,2788.62,3714.7378,,10352.29
2023-10-13,11:45,2023-10-10,3,2504.22,3507.5684,2755.14,3713.7524,,10124.286
2023-10-13,11:45,2023-10-10,3,2700.05,3507.5684,2737.47,3713.7524,,10124.286
2023-10-13,11:45,2023-10-11,2,2504.22,3507.5684,2755.14,3713.7524,,10124.286
2023-10-13,11:45,2023-10-12,1,2487.25,3507.5684,2740.9,3713.7524,,10124.286
2023-10-13,12:00,2023-10-10,3,2556.72,3547.503,2712.1,3677.1873,,9914.638
2023-10-13,12:00,2023-10-10,3,2767.04,3547.503,2695.74,3677.1873,,9914.638
