日期,时间,风力发电,光伏发电
20230922,14:42,2850.08,3112.71
20230922,15:30,2665.346,2068.721
20230922,15:45,2525.6987,1775.244
20230922,16:00,2394.619,1468.2559
20230922,16:15,2282.9324,1152.4854
20230922,16:30,2158.5088,840.3831
20230922,16:45,2083.4585,549.2887
20230922,17:00,2122.4492,310.0591
20230922,17:30,2265.9639,58.2782
20230922,18:15,2284.4485,24.2879
20230922,18:45,2279.249,20.9017
20230922,19:45,2300.143,0.0
20230922,20:00,2314.7856,0.0
20230922,20:15,2432.417,0.0
20230922,21:15,2854.9312,0.0
20230922,21:30,2951.284,0.0
20230922,21:45,3051.8738,0.0
20230922,22:00,3149.34,0.0
20230922,22:15,3161.108,0.0
20230922,23:30,3315.6897,0.0
20230923,00:15,3540.1619,0.0
20230923,00:30,3581.09,0.0
20230923,01:00,3738.9954,0.0
20230923,01:45,3862.3093,0.0
20230923,02:00,3873.981,0.0
20230923,03:15,4285.4727,0.0
20230923,03:30,4208.7427,0.0
20230923,04:00,4131.882,0.0
20230923,04:30,4018.1084,0.0
20230923,05:00,3740.4253,0.0
20230923,05:15,3680.0017,0.0
20230923,05:45,3540.5908,57.1637
20230923,06:15,3329.9214,416.1976
20230923,07:00,2666.677,1321.9459
20230923,07:30,2004.5927,1951.7211
20230923,08:45,1212.7568,3169.0186
20230923,09:00,1164.1755,3330.0847
20230923,09:15,1167.1215,3462.3943
20230923,09:30,1174.8021,3588.0337
20230923,10:00,1275.2944,3776.5454
20230923,10:15,1348.1814,3839.28
20230923,11:15,1848.1067,3948.76
20230923,11:45,2101.98,3868.3083
20230923,12:00,2236.7666,3887.623
20230923,13:00,2696.916,3476.9485
20230923,13:15,2733.729,3349.397
20230923,14:00,2737.327,3081.8157
20230923,14:15,2699.5317,2886.947
20230923,15:15,2632.997,2042.7378
20230923,15:30,2603.0,1819.9592
20230923,16:15,2746.914,882.9711
20230923,16:30,2814.759,456.4716
20230923,17:00,3277.1929,183.1274
20230923,17:15,3552.3662,108.2706
20230923,18:00,4356.7915,0.0
20230923,18:15,4567.436,0.0
20230923,19:30,5170.95,0.0
20230923,20:15,5233.918,0.0
20230923,20:30,5217.439,0.0
20230923,20:45,5193.5757,0.0
20230923,21:15,5122.9404,0.0
20230923,22:00,5004.2354,0.0
20230923,22:15,5001.3037,0.0
20230923,22:30,4907.0986,0.0
20230923,23:15,4619.1836,0.0
20230924,00:15,4303.3604,0.0
20230924,00:30,4343.3853,0.0
20230924,00:45,4252.214,0.0
20230924,01:00,4174.4536,0.0
20230924,01:15,4109.5415,0.0
20230924,01:45,4046.6213,0.0
20230924,02:00,3973.1274,0.0
20230924,02:15,3916.4165,0.0
20230924,03:00,3824.6123,0.0
20230924,04:00,3656.3022,0.0
20230924,04:30,3594.8743,0.0
20230924,04:45,3597.984,0.0
20230924,06:45,3211.1501,481.059
20230924,07:00,3002.0088,594.043
20230924,07:45,2103.1335,1055.493
20230924,08:00,1859.5588,1198.8176
20230924,08:15,1639.5092,1348.7343
20230924,08:30,1423.0908,1368.3036
20230924,09:00,1296.9792,1862.0304
20230924,09:15,1247.6157,2066.3472
20230924,09:45,1193.7339,2321.558
20230924,10:15,1451.124,2595.5637
20230924,12:15,2711.616,3289.0159
20230924,12:30,2815.6658,3117.825
20230924,12:45,2861.8372,3064.4187
20230924,13:15,2887.8625,2834.5344
20230924,13:30,2903.8625,2726.0935
20230924,14:00,3011.4077,2039.6428
20230924,14:45,3029.2312,1252.2917
20230924,15:00,3005.1924,1084.6539
20230924,15:15,2998.332,960.1783
20230924,15:30,3023.1472,769.4312
20230924,16:15,3107.117,337.6375
20230924,16:30,3256.0852,232.0757
20230924,17:00,3552.4126,78.8645
20230924,17:45,4049.0835,0.0
20230924,19:15,4545.5635,0.0
20230924,19:30,4617.253,0.0
20230924,20:15,4728.8384,0.0
20230924,21:00,4647.7876,0.0
20230924,21:15,4621.24,0.0
20230924,21:30,4591.534,0.0
20230924,21:45,4491.142,0.0
20230924,22:15,4523.576,0.0
20230924,23:00,4238.7407,0.0
20230924,23:15,4147.461,0.0
20230924,23:30,4105.0303,0.0
20230925,00:15,3765.1501,0.0
20230925,00:45,3662.6934,0.0
20230925,01:30,3659.1064,0.0
20230925,01:45,3566.993,0.0
20230925,03:15,3222.6074,0.0
20230925,03:30,3134.0706,0.0
20230925,03:45,2974.3804,0.0
20230925,04:00,2960.3403,0.0
20230925,04:15,3090.456,0.0
20230925,04:45,3218.4329,0.0
20230925,05:00,3183.3188,0.0
20230925,05:45,3094.4373,3.862
20230925,06:00,3085.5076,24.0653
20230925,06:15,3112.4932,59.9334
20230925,06:30,3116.0044,116.7723
20230925,06:45,3126.6135,231.6866
20230925,07:00,3056.7659,335.4763
20230925,07:30,2916.1646,636.7529
20230925,09:15,2922.9385,3069.3274
20230925,09:30,2851.0483,3224.7874
20230925,09:45,2806.253,3356.3687
20230925,10:00,2789.7961,3369.2705
20230925,10:15,2806.2732,3454.9172
20230925,10:30,2837.286,3477.5608
20230925,11:15,2917.8306,3457.454
20230925,11:30,2996.1677,3462.8489
20230925,12:15,2965.065,3322.0535
20230925,12:45,2906.4749,3013.3813
20230925,13:15,2813.411,2869.7668
20230925,13:45,2710.022,2141.2026
20230925,14:15,2696.4023,1924.831
20230925,15:00,2556.6943,1360.2997
20230925,16:00,2414.0618,757.5028
20230925,16:15,2346.1182,670.2976
20230925,16:30,2300.6592,527.71
20230925,16:45,2374.4753,332.7749
20230925,17:00,2440.9595,188.2907
20230925,17:15,2568.5552,71.9984
20230925,17:45,2831.4749,0.0
20230925,18:00,3013.1995,0.0
20230925,18:30,3188.3025,0.0
20230925,18:45,3224.0874,0.0
20230925,19:30,3329.3647,0.0
20230925,20:45,3328.5984,0.0
20230925,21:15,3163.8533,0.0
20230925,22:30,3080.9307,0.0
20230925,23:00,2996.147,0.0
20230925,23:15,2899.0647,0.0
20230926,00:00,2485.0405,0.0
20230926,00:15,2375.0046,0.0
20230926,00:30,2276.3862,0.0
20230926,01:00,2145.8037,0.0
20230926,01:30,2060.086,0.0
20230926,01:45,2028.1516,0.0
20230926,02:00,1969.0778,0.0
20230926,03:15,1870.4279,0.0
20230926,03:30,1886.879,0.0
20230926,03:45,1865.4344,0.0
20230926,04:15,1791.8844,0.0
20230926,04:45,1727.8333,0.0
20230926,05:30,1655.1136,0.0
20230926,05:45,1699.9753,4.8006
20230926,06:30,1567.9729,204.9367
20230926,06:45,1530.7552,345.7829
20230926,07:15,1246.268,897.2457
20230926,07:30,1149.4587,884.7876
20230926,07:45,1044.8219,787.0375
20230926,08:00,911.999,849.8309
20230926,08:30,821.3356,1103.8326
20230926,08:45,878.45,1098.9093
20230926,09:00,971.7759,1271.5227
20230926,09:30,1138.0344,1522.4799
20230926,09:45,1211.2646,1639.0094
20230926,10:15,1186.9602,2016.8541
20230926,10:30,1212.0764,2160.1152
20230926,11:15,1265.1616,3011.2966
20230926,11:30,1346.8362,3304.4866
20230926,11:45,1361.2745,3460.5566
20230926,12:15,1441.4138,3567.2004
20230926,12:45,1461.3141,3353.1843
20230926,13:00,1485.5721,3117.8354
20230926,13:30,1698.7854,2575.9766
20230926,14:00,1782.7681,2444.777
20230926,14:15,1835.3975,2308.7573
20230926,15:00,1946.3566,1737.4027
20230926,15:15,1999.2539,1552.7709
20230926,15:30,2043.5574,1276.7654
20230926,16:30,1986.0056,351.6574
20230926,18:00,3067.4617,0.0
20230926,18:30,3607.6636,0.0
20230926,19:00,4026.9873,0.0
20230926,19:15,4163.029,0.0
20230926,19:45,4354.9575,0.0
20230926,20:30,4605.374,0.0
20230926,21:00,4678.546,0.0
20230926,21:15,4723.1265,0.0
20230926,22:30,4546.923,0.0
20230926,23:00,4479.103,0.0
20230926,23:15,4465.7153,0.0
20230927,20:00,4704.411,0.0
20230927,20:15,4653.216,0.0
20230927,20:30,4526.9727,0.0
20230927,20:45,4463.098,0.0
20230927,21:00,4434.295,0.0
20230927,21:15,4574.574,0.0
20230927,21:30,4658.9946,0.0
20230927,21:45,4729.7285,0.0
20230927,22:15,4957.556,0.0
20230927,22:30,5076.249,0.0
20230927,22:45,5185.02,0.0
20230927,23:30,5421.664,0.0
20230928,00:15,5684.0757,0.0
20230928,00:45,5566.2236,0.0
20230928,01:00,5511.335,0.0
20230928,01:15,5590.488,0.0
20230928,01:45,5775.703,0.0
20230928,02:00,5879.5435,0.0
20230928,02:15,5703.0776,0.0
20230928,03:15,5549.544,0.0
20230928,03:30,5527.1577,0.0
20230928,03:45,5495.453,0.0
20230928,04:00,5464.1465,0.0
20230928,04:30,5391.661,0.0
20230928,05:15,5244.969,0.0
20230928,05:30,5146.2715,0.1365
20230928,06:00,5046.4316,126.6808
20230928,06:30,4813.3574,553.3655
20230928,06:45,4628.722,798.0277
20230928,07:15,4255.3247,1345.9885
20230928,07:30,4124.4243,1606.2377
20230928,07:45,4099.6616,1934.9332
20230928,08:45,3703.6816,2688.899
20230928,09:00,3798.3604,2909.5398
20230928,09:30,3602.3813,3140.8962
20230928,09:45,3597.5562,3176.3987
20230928,10:00,3736.277,3287.2842
20230928,11:00,4258.425,2738.8953
20230928,11:45,4264.8013,2050.678
20230928,12:00,3710.752,1809.4803
20230928,12:15,3396.8198,1736.03
20230928,12:45,3384.0671,1472.1267
20230928,13:15,3240.8723,1662.8315
20230928,13:45,3382.5295,1420.3857
20230928,14:30,3424.648,1284.5784
20230928,14:45,3570.4353,1213.2646
20230928,15:00,3697.1948,1095.0673
20230928,15:45,3641.9182,981.8536
20230928,16:00,3519.788,771.058
20230928,16:15,3270.1382,740.8266
20230928,16:30,3189.77,568.3929
20230928,17:00,3026.4658,158.7989
20230928,17:45,3293.8206,0.0
20230928,18:30,3529.806,0.0
20230928,18:45,3627.6057,0.0
20230928,19:00,3730.0361,0.0
20230928,19:15,3812.2722,0.0
20230928,20:00,3816.531,0.0
20230928,20:15,3690.9504,0.0
20230928,20:30,3706.1953,0.0
20230928,21:00,3800.5342,0.0
20230928,21:15,3832.4358,0.0
20230928,21:30,3789.3533,0.0
20230928,22:15,3955.249,0.0
20230928,22:30,4052.892,0.0
20230928,22:45,4159.649,0.0
20230929,00:00,4268.728,0.0
20230929,00:15,4170.022,0.0
20230929,00:45,4061.8245,0.0
20230929,01:00,4036.768,0.0
20230929,01:15,4030.8633,0.0
20230929,01:45,3850.1973,0.0
20230929,02:00,3759.1812,0.0
20230929,02:45,3804.5264,0.0
20230929,03:00,3854.387,0.0
20230929,03:30,3709.6868,0.0
20230929,04:00,3585.217,0.0
20230929,04:15,3563.7034,0.0
20230929,05:15,3420.5527,0.0
20230929,07:15,2661.4822,1243.4312
20230929,07:30,2485.6003,1460.2039
20230929,08:00,2169.288,1986.4277
20230929,08:15,2101.2424,2240.4985
20230929,08:30,2008.5486,2200.8398
20230929,08:45,1988.0277,2326.9578
20230929,09:15,2133.654,2158.2244
20230929,09:45,2094.1436,1453.8423
20230929,10:00,2110.112,1381.0806
20230929,11:00,2357.1367,1214.2351
20230929,12:15,2098.0276,965.0604
20230929,12:30,2129.0095,923.344
20230929,12:45,2187.0078,797.3367
20230929,13:00,2176.8086,697.0363
20230929,13:15,2141.104,685.2775
20230929,14:15,2180.3782,1180.1829
20230929,15:00,2596.5005,563.1604
20230929,15:15,2624.7378,478.2427
20230929,17:00,2863.4106,3.8932
20230929,17:30,3118.324,0.0
20230929,17:45,3134.833,0.0
20230929,18:00,3108.899,0.0
20230929,18:15,2986.2695,0.0
20230929,18:45,3010.86,0.0
20230929,19:00,2919.962,0.0
20230929,19:15,2853.3577,0.0
20230929,19:30,2975.5625,0.0
20230929,19:45,2952.0906,0.0
20230929,20:00,2903.07,0.0
20230929,20:30,2350.7454,0.0
20230929,22:00,1586.5889,0.0
20230929,22:15,1650.8743,0.0
20230929,22:30,1648.05,0.0
20230929,22:45,1607.8809,0.0
20230930,00:45,1969.5278,0.0
20230930,01:00,2126.0342,0.0
20230930,01:15,2182.6306,0.0
20230930,01:45,2131.628,0.0
20230930,02:15,1758.5226,0.0
20230930,02:30,1744.5973,0.0
20230930,03:15,1807.2328,0.0
20230930,03:30,1670.386,0.0
20230930,03:45,1533.1931,0.0
20230930,04:00,1509.1846,0.0
20230930,04:45,1671.2255,0.0
20230930,05:00,1749.3328,0.0
20230930,06:00,1920.2797,44.7232
20230930,06:15,1978.622,152.4713
20230930,06:30,2115.8367,304.6615
20230930,06:45,2199.8994,496.4153
20230930,07:15,2029.6051,988.8616
20230930,07:30,1851.9901,1416.1396
20230930,08:30,1419.4546,2393.4395
20230930,09:15,1333.4031,3220.04
20230930,10:00,1128.3856,3163.5647
20230930,10:30,1320.1476,3313.4817
20230930,10:45,1411.031,3366.2473
20230930,11:15,1587.693,2956.9243
20230930,11:30,1508.7285,2804.9001
20230930,12:15,1284.767,2336.0527
20230930,12:45,1331.3287,2174.1692
20230930,13:15,1288.188,2218.0469
20230930,13:45,1749.9254,2222.2112
20230930,14:00,1814.2566,2077.751
20230930,14:15,2071.8162,2042.6327
20230930,14:45,2201.7173,1765.8405
20230930,15:15,2177.2952,1580.7428
20230930,15:30,1962.1965,1384.9305
20230930,16:30,1580.7869,489.1888
20230930,16:45,1434.4226,302.1199
20230930,17:00,1357.3727,147.8878
20230930,17:15,1387.9877,36.5574
20230930,17:45,1432.442,0.1133
20230930,18:15,1398.9979,0.0
20230930,19:45,1452.5388,0.0
20230930,21:30,1312.8424,0.0
20230930,22:30,1426.3596,0.0
20230930,23:15,1547.9923,0.0
20231001,00:30,1700.9316,0.0
20231001,00:45,1644.6864,0.0
20231001,01:00,1667.1539,0.0
20231001,01:15,1720.4507,0.0
20231001,01:30,1799.728,0.0
20231001,01:45,1822.4916,0.0
20231001,02:00,1867.1509,0.0
20231001,02:15,1890.3159,0.0
20231001,02:45,1877.3654,0.0
20231001,03:15,1799.0847,0.0
20231001,03:45,1714.7943,0.0
20231001,04:30,1870.6333,0.0
20231001,04:45,1973.5638,0.0
20231001,05:15,1999.2585,0.0
20231001,05:45,1932.611,4.9283
20231001,06:00,1938.81,48.0182
20231001,06:15,1915.2451,169.2269
20231001,06:45,1879.7039,765.3354
20231001,07:00,1740.2587,1070.8527
20231001,07:15,1596.3313,1459.1334
20231001,07:30,1440.1908,1763.3542
20231001,07:45,1263.8698,2043.4658
20231001,08:00,1168.1815,2344.7358
20231001,08:15,1073.2783,2613.8223
20231001,08:30,1028.1924,2859.7017
20231001,08:45,1026.6677,3040.7522
20231001,09:00,966.3528,3210.8552
20231001,09:15,974.9161,3377.6533
20231001,10:45,1239.4136,4031.5332
20231001,12:00,1418.5742,3729.5562
20231001,12:30,1361.7428,3585.431
20231001,12:45,1249.3745,3356.187
20231001,13:00,1194.3191,3109.4788
20231001,13:15,1469.7994,2989.4346
20231001,13:30,1496.5847,2961.448
20231001,14:15,2170.937,2305.4238
20231001,14:30,2213.422,2148.7532
20231001,14:45,2236.0503,2072.196
20231001,15:30,2202.1377,1618.3955
20231001,15:45,1968.7612,1411.1588
20231001,16:00,1900.7258,1118.0139
20231001,16:15,1775.739,757.9442
20231001,17:00,1591.8798,119.8643
20231001,17:15,1586.0111,19.49
20231001,17:30,1534.2513,0.1513
20231001,18:30,1617.9596,0.0
20231001,19:00,1651.1809,0.0
20231001,19:45,1898.3185,0.0
20231001,21:00,2419.7627,0.0
20231001,21:15,2514.8245,0.0
20231001,23:00,3339.4934,0.0
20231002,00:00,3554.9114,0.0
20231002,00:15,3565.085,0.0
20231002,00:45,3540.1223,0.0
20231002,01:15,3678.6917,0.0
20231002,01:30,3682.1475,0.0
20231002,01:45,3683.326,0.0
20231002,02:00,3700.5327,0.0
20231002,02:45,3551.8936,0.0
20231002,03:15,3466.6594,0.0
20231002,03:30,3393.261,0.0
20231002,04:00,3276.0466,0.0
20231002,04:15,3194.1929,0.0
20231002,04:45,3045.5312,0.0
20231002,05:00,3029.5295,0.0
20231002,05:30,3000.4395,0.0
20231002,06:00,2923.9377,105.5977
20231002,06:45,2554.3713,868.3792
20231002,07:15,2096.647,1508.0875
20231002,08:00,1535.4117,2491.1155
20231002,08:15,1356.9618,2739.9336
20231002,08:45,1104.7761,3150.4827
20231002,09:00,1077.4032,3344.8635
20231002,09:15,1062.6523,3471.3623
20231002,10:00,1114.4734,3863.5576
20231002,10:30,1252.3365,3924.2446
20231002,11:00,1376.3586,4013.0356
20231002,11:30,1506.3282,3994.415
20231002,11:45,1651.7886,4012.585
20231002,12:15,1707.4832,3995.538
20231002,12:30,1835.4911,3896.0354
20231002,12:45,1878.3641,3800.5981
20231002,13:00,1957.0262,3705.605
20231002,13:15,2031.7147,3597.503
20231002,14:30,2276.3435,2746.7625
20231002,14:45,2366.8909,2505.5312
20231002,16:30,1701.8309,289.8573
20231002,17:30,1595.4601,1.3147
20231002,17:45,1562.3453,0.0
20231002,18:00,1537.4248,0.0
20231002,18:30,1508.8635,0.0
20231002,18:45,1470.6927,0.0
20231002,19:15,1452.8369,0.0
20231002,19:30,1465.3972,0.0
20231002,20:00,1470.7255,0.0
20231002,20:15,1462.9763,0.0
20231002,20:30,1481.6907,0.0
20231002,21:45,1500.7365,0.0
20231002,22:00,1514.6678,0.0
20231002,22:30,1584.9595,0.0
20231002,23:00,1712.8741,0.0
20231002,23:15,1765.3811,0.0
20231003,00:30,2092.892,0.0
20231003,01:00,2328.7134,0.0
20231003,01:15,2417.474,0.0
20231003,01:45,2497.8433,0.0
20231003,02:00,2544.4065,0.0
20231003,02:30,2624.0708,0.0
20231003,03:30,2757.0908,0.0
20231003,03:45,2787.6724,0.0
20231003,04:15,2874.1533,0.0
20231003,04:30,2943.6104,0.0
20231003,04:45,2978.9019,0.0
20231003,05:45,3110.4834,12.1196
20231003,06:30,3096.752,370.5911
20231003,06:45,3082.9568,599.2285
20231003,07:00,3021.5906,918.1992
20231003,07:15,2959.721,943.68
20231003,07:30,2853.2642,1019.5795
20231003,07:45,2756.1902,1096.0277
20231003,08:15,2492.81,979.8522
20231003,08:30,2304.7126,1005.258
20231003,08:45,2193.4573,1216.3951
20231003,09:00,2069.5117,1617.496
20231003,09:15,1967.5055,2442.0044
20231003,09:30,1997.0354,2496.1743
20231003,09:45,2038.6174,2444.3323
20231003,10:45,1674.4348,797.6311
20231003,11:15,1682.8585,492.7747
20231003,12:15,2675.0227,626.7971
20231003,13:15,2566.536,1041.7711
20231003,14:15,2301.6685,632.9141
20231003,14:30,2427.7388,425.2354
20231003,14:45,2314.3938,424.6883
20231003,15:15,2433.192,462.7171
20231003,15:30,2435.1357,403.6544
20231003,15:45,2395.2004,353.8433
20231003,16:45,2442.7297,106.9011
20231003,17:00,2624.6555,26.4756
20231003,17:15,2912.6616,0.0
20231003,17:30,2969.8035,0.0
20231003,17:45,3210.7476,0.0
20231003,18:15,3722.5518,0.0
20231003,18:30,3976.2466,0.0
20231003,19:00,4587.201,0.0
20231003,19:15,4882.181,0.0
20231003,20:00,5191.0493,0.0
20231003,20:15,5382.19,0.0
20231003,20:30,5524.1626,0.0
20231003,21:45,5685.411,0.0
20231003,22:00,5712.595,0.0
20231003,23:15,5528.582,0.0
20231004,00:15,5440.958,0.0
20231004,00:30,5386.243,0.0
20231004,00:45,5586.99,0.0
20231004,01:45,5391.0063,0.0
20231004,02:00,5224.5186,0.0
20231004,02:15,5196.4844,0.0
20231004,02:30,4509.743,0.0
20231004,03:00,4301.6284,0.0
20231004,03:45,3943.903,0.0
20231004,04:15,4249.2734,0.0
20231004,04:30,4545.6094,0.0
20231004,05:00,4763.7363,0.0
20231004,06:30,6744.598,344.5229
20231004,07:00,6447.122,682.6448
20231004,07:15,6288.5312,838.0238
20231004,07:30,6090.2075,1030.615
20231004,08:00,5252.1875,1368.6636
20231004,08:15,4759.642,1433.8993
20231004,08:30,4510.677,1447.4962
20231004,09:00,4511.9023,1374.7264
20231004,09:15,4641.276,1267.6488
20231004,10:00,4938.329,1169.1577
20231004,10:15,5300.852,1202.9849
20231004,10:45,5622.9624,1401.9557
20231004,11:00,5886.1704,1483.0468
20231004,11:30,6003.158,1228.3185
20231004,11:45,5680.673,1115.8749
20231004,12:45,5348.931,861.9672
20231004,13:00,5698.4644,829.7622
20231004,14:00,5979.4653,833.7131
20231004,14:30,5918.1646,702.9348
20231004,15:00,5907.6934,643.7655
20231004,15:15,5759.796,518.9955
20231004,15:30,5901.403,430.4105
20231004,16:30,6090.6406,136.9391
20231004,16:45,5941.5054,88.7053
20231004,17:00,5832.662,35.5187
20231004,17:15,5760.071,2.7525
20231004,18:15,6443.3916,0.0
20231004,19:00,6561.7964,0.0
20231004,19:30,6774.028,0.0
20231004,19:45,6811.8853,0.0
20231004,20:00,6917.547,0.0
20231004,20:15,6935.3516,0.0
20231004,21:00,6712.5474,0.0
20231004,21:30,6693.159,0.0
20231004,22:00,6420.751,0.0
20231004,22:30,6359.0044,0.0
20231005,00:00,6112.232,0.0
20231005,00:45,5974.575,0.0
20231005,01:00,5926.348,0.0
20231005,01:30,5893.2666,0.0
20231005,01:45,5809.4604,0.0
20231005,02:00,5815.332,0.0
20231005,02:15,5811.507,0.0
20231005,02:45,5706.067,0.0
20231005,03:15,5736.218,0.0
20231005,03:30,5726.531,0.0
20231005,04:00,5648.0293,0.0
20231005,04:30,5397.18,0.0
20231005,05:15,5195.0786,0.0
20231005,06:00,5163.204,93.3774
20231005,06:30,5292.719,610.2246
20231005,06:45,5291.4956,893.0415
20231005,07:15,5086.5723,1455.1752
20231005,08:30,4076.5994,2951.572
20231005,09:00,4000.3562,3370.9775
20231005,09:15,4002.7488,3541.0637
20231005,09:30,4097.292,3674.5027
20231005,10:15,4384.4146,3975.8967
20231005,10:30,4520.211,4048.8945
20231005,11:15,4952.8457,4141.1006
20231005,11:30,5100.6055,4149.3457
20231005,12:15,4908.7964,4000.0127
20231005,12:30,4792.609,3967.8281
20231005,13:00,5053.6865,3842.8936
20231005,13:15,5230.8447,3727.4797
20231005,13:30,5382.077,3602.6633
20231005,14:15,5438.523,3088.3062
20231005,14:30,5357.25,2850.7058
20231005,15:15,5197.107,2024.4266
20231005,15:30,5045.756,1713.0085
20231005,15:45,4894.047,1395.2261
20231005,16:00,4692.223,1069.7579
20231005,16:30,4247.0513,454.8935
20231005,16:45,4213.268,233.771
20231005,17:45,4235.3257,2.6405
20231005,18:00,4264.865,0.3998
20231005,18:30,4319.808,0.0
20231005,19:00,4314.3604,0.0
20231005,20:00,4483.124,0.0
20231005,20:30,4594.6147,0.0
20231005,21:30,4491.553,0.0
20231005,21:45,4452.086,0.0
20231005,22:00,4431.252,0.0
20231005,22:15,4435.8613,0.0
20231005,23:00,4387.3955,0.0
20231006,00:15,4457.014,0.0
20231006,00:45,4474.867,0.0
20231006,01:00,4477.243,0.0
20231006,01:30,4524.1655,0.0
20231006,01:45,4501.4565,0.0
20231006,02:00,4476.2383,0.0
20231006,02:15,4550.058,0.0
20231006,02:45,4679.836,0.0
20231006,03:00,4651.5215,0.0
20231006,03:15,4630.281,0.0
20231006,03:30,4595.992,0.0
20231006,03:45,4725.8496,0.0
20231006,04:15,4716.657,0.0
20231006,04:45,4681.121,0.0
20231006,05:00,4653.6924,0.0
20231006,05:30,4594.5503,0.0
20231006,05:45,4563.4336,5.5544
20231006,06:00,4602.189,72.8332
20231006,06:30,4516.0537,517.3787
20231006,06:45,4397.034,802.8266
20231006,07:00,4328.4473,1144.3198
20231006,07:30,4102.803,1752.6659
20231006,09:00,3194.58,3327.2104
20231006,09:30,3291.0598,3647.0425
20231006,10:00,3533.6802,3860.3938
20231006,10:45,3981.7053,4065.8525
20231006,11:15,4165.284,4109.192
20231006,11:30,4149.368,4107.616
20231006,12:45,3994.5215,3884.927
20231006,13:15,3844.379,3576.948
20231006,13:30,3849.4062,3421.6584
20231006,14:15,3731.7136,2871.5261
20231006,14:45,3542.005,2380.988
20231006,15:00,3394.01,2133.0051
20231006,15:30,3158.4722,1617.7982
20231006,15:45,3023.7935,1317.8209
20231006,16:15,2697.9214,703.5998
20231006,16:45,2516.4187,218.4512
20231006,17:00,2557.2295,61.1198
20231006,17:45,2631.704,2.2561
20231006,18:00,2651.8955,0.0
20231006,18:15,2718.6353,0.0
20231009,14:30,809.8494,2376.3127
20231009,14:45,826.6431,2189.9995
20231009,15:00,840.8403,1968.7373
20231009,15:15,866.3646,1695.6371
20231009,15:30,864.3468,1388.5977
20231009,15:45,844.5728,1084.6102
20231009,16:00,834.9421,785.3949
20231009,16:15,878.4958,509.9086
20231009,16:30,957.1951,288.1415
20231009,16:45,1060.01,114.4483
20231009,17:00,1177.1157,20.5058
20231009,17:15,1302.534,3.0129
20231009,17:30,1470.9686,0.0
20231009,17:45,1667.5043,0.0
20231009,18:00,1873.7216,0.0
20231009,18:15,2066.4187,0.0
20231009,18:30,2224.0664,0.0
20231009,18:45,2266.84,0.0
20231009,19:00,2248.8135,0.0
20231009,19:15,2222.2043,0.0
20231009,19:30,2267.7727,0.0
20231009,19:45,2306.4053,0.0
20231009,20:00,2343.0718,0.0
20231009,20:15,2391.4688,0.0
20231009,20:30,2472.4897,0.0
20231009,20:45,2579.6694,0.0
20231009,21:00,2606.311,0.0
20231009,21:15,2686.6355,0.0
20231009,21:30,2727.9868,0.0
20231009,21:45,2752.118,0.0
20231009,22:00,2808.419,0.0
20231009,22:15,2822.751,0.0
20231009,22:30,2833.816,0.0
20231009,22:45,2866.7625,0.0
20231009,23:00,2825.8533,0.0
20231009,23:15,2802.4192,0.0
20231010,00:00,2693.369,0.0
20231010,00:15,2522.0684,0.0
20231010,00:30,2311.585,0.0
20231010,00:45,2195.0923,0.0
20231010,01:00,2081.2463,0.0
20231010,01:15,1972.0946,0.0
20231010,01:30,1933.018,0.0
20231010,01:45,1867.8695,0.0
20231010,02:00,1846.4845,0.0
20231010,02:15,1776.9774,0.0
20231010,02:30,1695.7208,0.0
20231010,02:45,1640.362,0.0
20231010,03:00,1624.6989,0.0
20231010,03:15,1624.4484,0.0
20231010,03:30,1584.2115,0.0
20231010,03:45,1537.9945,0.0
20231010,04:00,1511.1508,0.0
20231010,04:15,1460.8315,0.0
20231010,04:30,1452.913,0.0
20231010,04:45,1449.9336,0.0
20231010,05:00,1440.3027,0.0
20231010,05:15,1419.0667,0.0
20231010,05:30,1417.6553,0.0
20231010,05:45,1441.4417,1.9851
20231010,06:00,1403.4287,35.8454
20231010,06:15,1443.6969,208.6339
20231010,06:30,1424.3811,464.7346
20231010,06:45,1393.621,755.4461
20231010,07:00,1355.9314,1061.5638
20231010,07:15,1222.8379,1361.4385
20231010,07:30,1073.8583,1661.8394
20231010,07:45,985.5557,1987.2639
20231010,08:00,898.5339,2264.7031
20231010,08:15,863.4343,2538.7964
20231010,08:30,820.9517,2757.8298
20231010,08:45,838.5939,2962.171
20231010,09:00,925.1996,3124.954
20231010,09:15,958.4072,3264.8286
20231010,09:30,948.7357,3394.0813
20231010,09:45,942.2424,3508.2058
20231010,10:00,954.4115,3603.8545
20231010,10:15,990.1954,3670.56
20231010,10:30,1015.9404,3736.5383
20231010,10:45,1038.0951,3773.808
20231010,11:00,1013.262,3800.6543
20231010,11:15,971.6523,3816.3633
20231010,11:30,943.5106,3811.8308
20231010,11:45,932.1661,3795.7563
20231010,12:00,887.4516,3773.0845
20231010,12:15,877.3381,3728.0474
20231010,12:30,852.1314,3641.749
20231010,12:45,851.2449,3565.5295
20231010,13:00,833.7228,3462.8916
20231010,13:15,804.9027,3361.2776
20231010,13:30,745.6592,3237.409
20231010,13:45,754.5064,3100.4329
20231010,14:00,735.2787,2935.2446
20231010,14:15,743.157,2747.515
20231010,14:30,738.077,2533.417
20231010,14:45,744.6828,2303.4282
20231010,15:00,716.7156,2048.733
20231010,15:15,700.4741,1778.4918
20231010,15:30,727.171,1489.9927
