间隔天数,预测值,实际值
3,3984.75,4361.7031
2,3984.75,4361.7031
1,3735.31,4361.7031
7,412.94,4319.8296
6,412.94,4319.8296
5,4273.38,4319.8296
4,2881.86,4319.8296
3,4010.65,4319.8296
2,4010.65,4319.8296
1,3793.48,4319.8296
7,424.95,4409.7139
6,424.95,4409.7139
5,4257.1,4409.7139
4,2851.57,4409.7139
3,4025.82,4409.7139
2,4025.82,4409.7139
1,3826.65,4409.7139
7,436.44,4380.7295
6,436.44,4380.7295
5,4240.85,4380.7295
4,2818.93,4380.7295
3,4035.93,4380.7295
2,4035.93,4380.7295
1,3838.94,4380.7295
7,447.4,4380.7783
6,447.4,4380.7783
5,4224.65,4380.7783
4,2783.28,4380.7783
3,4047.46,4380.7783
2,4047.46,4380.7783
1,3848.91,4380.7783
7,457.54,4326.9019
6,457.54,4326.9019
5,4208.55,4326.9019
4,2745.68,4326.9019
3,4059.9,4326.9019
2,4059.9,4326.9019
1,3863.5,4326.9019
7,466.84,4416.1445
6,466.84,4416.1445
5,4192.57,4416.1445
4,2707.01,4416.1445
3,4072.81,4416.1445
2,4072.81,4416.1445
1,3889.32,4416.1445
7,475.16,4495.2666
6,475.16,4495.2666
5,4176.61,4495.2666
4,2668.47,4495.2666
3,4085.69,4495.2666
2,4085.69,4495.2666
1,3926.6,4495.2666
7,482.34,4456.8247
6,482.34,4456.8247
5,4160.79,4456.8247
4,2630.86,4456.8247
3,4098.13,4456.8247
2,4098.13,4456.8247
1,3966.14,4456.8247
7,488.5,4468.436
6,488.5,4468.436
5,4145.06,4468.436
4,2595.21,4468.436
3,4109.61,4468.436
2,4109.61,4468.436
1,4001.06,4468.436
7,493.53,4479.2979
6,493.53,4479.2979
5,4129.46,4479.2979
4,2562.58,4479.2979
3,4119.79,4479.2979
2,4119.79,4479.2979
1,4024.31,4479.2979
7,497.2,4561.1035
6,497.2,4561.1035
5,4114.12,4561.1035
4,2534.53,4561.1035
3,4128.19,4561.1035
2,4128.19,4561.1035
1,4040.08,4561.1035
7,499.34,4571.8804
6,499.34,4571.8804
5,4098.85,4571.8804
4,2510.92,4571.8804
3,4134.12,4571.8804
2,4134.12,4571.8804
1,4056.27,4571.8804
7,499.79,4597.1235
6,499.79,4597.1235
5,4083.76,4597.1235
4,2493.02,4597.1235
3,4137.12,4597.1235
2,4137.12,4597.1235
1,4071.6,4597.1235
7,499.32,4680.5068
6,499.32,4680.5068
5,4068.84,4680.5068
4,2481.03,4680.5068
3,4137.12,4680.5068
2,4137.12,4680.5068
1,4084.59,4680.5068
7,500.11,4693.7349
6,500.11,4693.7349
5,4053.27,4693.7349
4,2473.71,4693.7349
3,4136.07,4693.7349
2,4136.07,4693.7349
1,4099.5,4693.7349
7,501.64,4756.1992
6,501.64,4756.1992
5,4036.37,4756.1992
4,2465.65,4756.1992
3,4136.23,4756.1992
2,4136.23,4756.1992
1,4116.6,4756.1992
7,503.83,4804.6538
6,503.83,4804.6538
5,4018.26,4804.6538
4,2456.93,4804.6538
3,4137.31,4804.6538
2,4137.31,4804.6538
1,4129.11,4804.6538
7,506.35,4855.7896
6,506.35,4855.7896
5,3999.24,4855.7896
4,2447.6,4855.7896
3,4138.74,4855.7896
2,4138.74,4855.7896
1,4130.03,4855.7896
7,509.35,4892.4116
6,509.35,4892.4116
5,3979.39,4892.4116
4,2437.91,4892.4116
3,4140.1,4892.4116
2,4140.1,4892.4116
1,4122.04,4892.4116
7,512.54,4880.6313
6,512.54,4880.6313
5,3958.98,4880.6313
4,2427.81,4880.6313
3,4141.16,4880.6313
2,4141.16,4880.6313
1,4113.47,4880.6313
7,515.99,4876.1421
6,515.99,4876.1421
5,3938.12,4876.1421
4,2417.58,4876.1421
3,4141.34,4876.1421
2,4141.34,4876.1421
1,4106.01,4876.1421
7,519.55,4830.8252
6,519.55,4830.8252
5,3917.25,4830.8252
4,2407.2,4830.8252
3,4140.34,4830.8252
2,4140.34,4830.8252
1,4101.35,4830.8252
7,523.11,4843.627
6,523.11,4843.627
5,3896.21,4843.627
4,2396.83,4843.627
3,4137.56,4843.627
2,4137.56,4843.627
1,4101.6,4843.627
7,526.5,4877.3633
6,526.5,4877.3633
5,3875.43,4877.3633
4,2386.59,4877.3633
3,4132.8,4877.3633
2,4132.8,4877.3633
1,4103.93,4877.3633
7,529.83,4908.0884
6,529.83,4908.0884
5,3854.95,4908.0884
4,2376.57,4908.0884
3,4125.6,4908.0884
2,4125.6,4908.0884
1,4102.27,4908.0884
7,532.94,4856.6118
6,532.94,4856.6118
5,3835.22,4856.6118
4,2366.81,4856.6118
3,4115.45,4856.6118
2,4115.45,4856.6118
1,4090.37,4856.6118
7,535.71,4788.2588
6,535.71,4788.2588
5,3816.1,4788.2588
4,2357.58,4788.2588
3,4104.06,4788.2588
2,4104.06,4788.2588
1,4072.05,4788.2588
7,264.48,2288.6128
6,3743.07,2288.6128
5,2001.44,2288.6128
4,2866.83,2288.6128
3,2866.83,2288.6128
2,2937.02,2288.6128
1,2825.54,2288.6128
7,257.87,2205.9424
6,3728.78,2205.9424
5,1943.47,2205.9424
4,2815.72,2205.9424
3,2815.72,2205.9424
2,2912.96,2205.9424
1,2796.02,2205.9424
7,253.36,2190.761
6,3715.08,2190.761
5,1886.32,2190.761
4,2779.38,2190.761
3,2779.38,2190.761
2,2883.45,2190.761
1,2761.4,2190.761
7,250.26,2191.9707
6,3702.62,2191.9707
5,1830.82,2191.9707
4,2760.74,2191.9707
3,2760.74,2191.9707
2,2864.66,2191.9707
1,2737.07,2191.9707
7,248.7,2201.1863
6,3692.09,2201.1863
5,1777.68,2201.1863
4,2762.01,2201.1863
3,2762.01,2201.1863
2,2872.57,2201.1863
1,2738.38,2201.1863
7,248.35,2224.4434
6,3684.12,2224.4434
5,1727.68,2224.4434
4,2772.3,2224.4434
3,2772.3,2224.4434
2,2901.16,2224.4434
1,2757.14,2224.4434
7,249.72,2308.2781
6,3679.39,2308.2781
5,1681.63,2308.2781
4,2778.47,2308.2781
3,2778.47,2308.2781
2,2931.02,2308.2781
1,2775.62,2308.2781
7,252.51,2443.0347
6,3678.48,2443.0347
5,1640.39,2443.0347
4,2781.95,2443.0347
3,2781.95,2443.0347
2,2958.32,2443.0347
1,2794.71,2443.0347
7,257.15,2501.4097
6,3681.99,2501.4097
5,1604.59,2501.4097
4,2784.01,2501.4097
3,2784.01,2501.4097
2,2979.09,2501.4097
1,2815.17,2501.4097
7,263.71,2580.9805
6,3690.64,2580.9805
5,1575.29,2580.9805
4,2786.1,2580.9805
3,2786.1,2580.9805
2,2997.29,2580.9805
1,2839.76,2580.9805
7,272.34,2633.1353
6,3705.03,2633.1353
5,1553.07,2633.1353
4,2789.73,2633.1353
3,2789.73,2633.1353
2,3016.56,2633.1353
1,2866.3,2633.1353
7,283.32,2696.3159
6,3725.86,2696.3159
5,1538.74,2696.3159
4,2796.34,2696.3159
3,2796.34,2696.3159
2,3033.45,2696.3159
1,2888.89,2696.3159
7,297.02,2708.4565
6,3753.53,2708.4565
5,1533.18,2708.4565
4,2806.79,2708.4565
3,2806.79,2708.4565
2,3044.2,2708.4565
1,2901.55,2708.4565
7,314.49,2678.498
6,3789.04,2678.498
5,1537.2,2678.498
4,2822.35,2678.498
3,2822.35,2678.498
2,3043.07,2678.498
1,2902.98,2678.498
7,337.0,2698.3459
6,3832.8,2698.3459
5,1551.47,2698.3459
4,2844.43,2698.3459
3,2844.43,2698.3459
2,3036.82,2698.3459
1,2901.66,2698.3459
7,364.56,2770.467
6,3885.52,2770.467
5,1576.86,2770.467
4,2874.85,2770.467
3,2874.85,2770.467
2,3040.81,2770.467
1,2905.96,2770.467
7,403.01,2869.3018
6,3947.74,2869.3018
5,1614.2,2869.3018
4,2915.08,2869.3018
3,2915.08,2869.3018
2,3069.93,2869.3018
1,2924.23,2869.3018
7,457.82,2977.322
6,4017.7,2977.322
5,1658.53,2977.322
4,2964.36,2977.322
3,2964.36,2977.322
2,3119.46,2977.322
1,2946.71,2977.322
7,512.65,2973.9624
6,4092.5,2973.9624
5,1704.47,2973.9624
4,3020.15,2973.9624
3,3020.15,2973.9624
2,3173.32,2973.9624
1,2965.52,2973.9624
7,567.46,3019.5786
6,4171.56,3019.5786
5,1751.87,3019.5786
4,3080.2,3019.5786
3,3080.2,3019.5786
2,3230.12,3019.5786
1,2991.74,3019.5786
7,622.33,2977.9863
6,4253.98,2977.9863
5,1800.27,2977.9863
4,3142.33,2977.9863
3,3142.33,2977.9863
2,3288.39,2977.9863
1,3036.42,2977.9863
7,677.19,2948.249
6,4339.35,2948.249
5,1849.64,2948.249
4,3204.53,2948.249
3,3204.53,2948.249
2,3346.89,2948.249
1,3097.89,2948.249
7,731.99,2956.4124
6,4426.63,2956.4124
5,1899.76,2956.4124
4,3264.82,2956.4124
3,3264.82,2956.4124
2,3404.31,2956.4124
1,3161.93,2956.4124
7,786.84,3002.8345
6,4515.49,3002.8345
5,1950.19,3002.8345
4,3321.18,3002.8345
3,3321.18,3002.8345
2,3458.83,3002.8345
1,3220.8,3002.8345
7,841.69,3049.9016
6,4604.92,3049.9016
5,2001.65,3049.9016
4,3370.77,3049.9016
3,3370.77,3049.9016
2,3509.08,3049.9016
1,3266.88,3049.9016
7,896.51,3209.0881
6,4694.43,3209.0881
5,2053.31,3209.0881
4,3411.51,3209.0881
3,3411.51,3209.0881
2,3552.86,3209.0881
1,3306.89,3209.0881
7,951.38,3259.968
6,4783.22,3259.968
5,2105.29,3259.968
4,3441.28,3259.968
3,3441.28,3259.968
2,3588.71,3259.968
1,3348.67,3259.968
7,1006.17,3296.8296
6,4870.55,3296.8296
5,2157.72,3296.8296
4,3457.92,3296.8296
3,3457.92,3296.8296
2,3615.05,3296.8296
1,3386.68,3296.8296
7,1061.11,3293.196
6,4955.81,3293.196
5,2210.38,3293.196
4,3459.97,3293.196
3,3459.97,3293.196
2,3631.85,3293.196
1,3415.62,3293.196
7,1115.88,3304.8828
6,5038.34,3304.8828
5,2263.23,3304.8828
4,3452.98,3304.8828
3,3452.98,3304.8828
2,3643.01,3304.8828
1,3442.72,3304.8828
7,1170.72,3292.3254
6,5117.34,3292.3254
5,2314.91,3292.3254
4,3444.19,3292.3254
3,3444.19,3292.3254
2,3653.26,3292.3254
1,3472.82,3292.3254
7,1225.58,3228.0603
6,5192.18,3228.0603
5,2364.95,3228.0603
4,3434.35,3228.0603
3,3434.35,3228.0603
2,3662.91,3228.0603
1,3496.73,3228.0603
7,1280.39,3175.8513
6,5262.13,3175.8513
5,2412.25,3175.8513
4,3424.02,3175.8513
3,3424.02,3175.8513
2,3672.24,3175.8513
1,3505.28,3175.8513
7,1335.22,3165.6887
6,5326.46,3165.6887
5,2456.35,3165.6887
4,3413.97,3165.6887
3,3413.97,3165.6887
2,3681.55,3165.6887
1,3500.48,3165.6887
7,1390.12,3165.821
6,5384.56,3165.821
5,2496.91,3165.821
4,3404.52,3165.821
3,3404.52,3165.821
2,3691.17,3165.821
1,3493.38,3165.821
7,1444.93,3219.8367
6,5435.67,3219.8367
5,2533.48,3219.8367
4,3396.52,3219.8367
3,3396.52,3219.8367
2,3701.45,3219.8367
1,3490.93,3219.8367
7,1499.75,3224.647
6,5479.12,3224.647
5,2565.7,3224.647
4,3389.92,3224.647
3,3389.92,3224.647
2,3712.61,3224.647
1,3499.82,3224.647
7,1554.65,3166.8306
6,5514.21,3166.8306
5,2593.17,3166.8306
4,3384.41,3166.8306
3,3384.41,3166.8306
2,3725.06,3166.8306
1,3520.65,3166.8306
7,1609.41,3128.0549
6,5540.25,3128.0549
5,2617.16,3128.0549
4,3382.09,3128.0549
3,3382.09,3128.0549
2,3739.07,3128.0549
1,3544.03,3128.0549
7,1664.25,3160.4456
6,5556.53,3160.4456
5,2638.58,3160.4456
4,3382.88,3160.4456
3,3382.88,3160.4456
2,3754.88,3160.4456
1,3562.34,3160.4456
7,1719.13,3103.1006
6,5562.31,3103.1006
5,2658.37,3103.1006
4,3388.56,3103.1006
3,3388.56,3103.1006
2,3772.83,3103.1006
1,3567.7,3103.1006
7,2345.59,3158.7856
6,5563.54,3158.7856
5,2681.47,3158.7856
4,3397.54,3158.7856
3,3397.54,3158.7856
2,3794.05,3158.7856
1,3561.25,3158.7856
7,2341.37,3216.1829
6,5566.41,3216.1829
5,2705.42,3216.1829
4,3407.47,3216.1829
3,3407.47,3216.1829
2,3818.52,3216.1829
1,3553.0,3216.1829
7,2336.74,3311.0979
6,5570.74,3311.0979
5,2730.02,3311.0979
4,3418.25,3311.0979
3,3418.25,3311.0979
2,3845.12,3311.0979
1,3548.5,3311.0979
7,2331.95,3352.644
6,5576.21,3352.644
5,2755.32,3352.644
4,3429.31,3352.644
3,3429.31,3352.644
2,3872.78,3352.644
1,3553.43,3352.644
7,2325.11,3387.7227
6,5582.61,3387.7227
5,2781.05,3387.7227
4,3440.47,3387.7227
3,3440.47,3387.7227
2,3900.52,3387.7227
1,3562.42,3387.7227
7,2317.18,3435.8674
6,5589.74,3435.8674
5,2807.2,3435.8674
4,3451.19,3435.8674
3,3451.19,3435.8674
2,3927.09,3435.8674
1,3569.85,3435.8674
7,2311.49,3486.7251
6,5597.36,3486.7251
5,2833.56,3486.7251
4,3461.21,3486.7251
3,3461.21,3486.7251
2,3951.52,3486.7251
1,3580.51,3486.7251
7,2312.21,3529.3015
6,5605.19,3529.3015
5,2860.08,3529.3015
4,3470.1,3529.3015
3,3470.1,3529.3015
2,3972.69,3529.3015
1,3599.16,3529.3015
7,2320.1,3546.2495
6,5612.96,3546.2495
5,2886.64,3546.2495
4,3477.53,3546.2495
3,3477.53,3546.2495
2,3989.55,3546.2495
1,3623.37,3546.2495
7,2329.63,3617.1338
6,5620.16,3617.1338
5,2912.95,3617.1338
4,3483.08,3617.1338
3,3483.08,3617.1338
2,4000.97,3617.1338
1,3647.61,3617.1338
7,2337.3,3656.1602
6,5626.93,3656.1602
5,2939.11,3656.1602
4,3486.47,3656.1602
3,3486.47,3656.1602
2,4005.85,3656.1602
1,3671.94,3656.1602
7,2394.9,3659.5498
6,5633.08,3659.5498
5,2964.93,3659.5498
4,3487.25,3659.5498
3,3487.25,3659.5498
2,4003.2,3659.5498
1,3696.62,3659.5498
7,2223.57,3640.198
6,5638.23,3640.198
5,2990.18,3640.198
4,3485.87,3640.198
3,3485.87,3640.198
2,3996.06,3640.198
1,3724.86,3640.198
7,2050.76,3682.4875
6,5642.34,3682.4875
5,3014.8,3682.4875
4,3483.29,3682.4875
3,3483.29,3682.4875
2,3988.47,3682.4875
1,3755.48,3682.4875
7,4578.03,3479.5195
6,3168.01,3479.5195
5,2788.71,3479.5195
4,2788.71,3479.5195
3,3075.19,3479.5195
2,3235.6,3479.5195
1,3387.5,3479.5195
7,4514.56,3428.7634
6,3126.2,3428.7634
5,2730.3,3428.7634
4,2730.3,3428.7634
3,3022.99,3428.7634
2,3209.7,3428.7634
1,3395.46,3428.7634
7,4451.59,3497.5889
6,3085.07,3497.5889
5,2689.86,3497.5889
4,2689.86,3497.5889
3,2988.09,3497.5889
2,3176.75,3497.5889
1,3399.44,3497.5889
7,4389.9,3587.968
6,3045.04,3587.968
5,2670.94,3587.968
4,2670.94,3587.968
3,2973.89,3587.968
2,3157.75,3587.968
1,3411.4,3587.968
7,4330.02,3693.4521
6,3006.65,3693.4521
5,2677.04,3693.4521
4,2677.04,3693.4521
3,2983.86,3693.4521
2,3173.57,3693.4521
1,3443.31,3693.4521
7,4272.54,3816.2393
6,2970.48,3816.2393
5,2693.49,3816.2393
4,2693.49,3816.2393
3,3003.67,3816.2393
2,3212.09,3816.2393
1,3488.76,3816.2393
7,4218.02,3980.0029
6,2937.01,3980.0029
5,2704.18,3980.0029
4,2704.18,3980.0029
3,3017.89,3980.0029
2,3249.48,3980.0029
1,3533.95,3980.0029
7,4167.19,4163.311
6,2906.86,4163.311
5,2710.95,4163.311
4,2710.95,4163.311
3,3028.39,4163.311
2,3289.12,4163.311
1,3579.66,4163.311
7,4120.57,4241.7192
6,2880.56,4241.7192
5,2715.89,4241.7192
4,2715.89,4241.7192
3,3036.97,4241.7192
2,3334.37,4241.7192
1,3626.67,4241.7192
7,4078.77,4382.312
6,2858.7,4382.312
5,2720.8,4382.312
4,2720.8,4382.312
3,3045.62,4382.312
2,3385.2,4382.312
1,3675.48,4382.312
7,4042.32,4455.77
6,2841.72,4455.77
5,2727.71,4455.77
4,2727.71,4455.77
3,3056.12,4455.77
2,3437.19,4455.77
1,3724.85,4455.77
7,4011.92,4623.353
6,2830.34,4623.353
5,2738.3,4623.353
4,2738.3,4623.353
3,3070.28,4623.353
2,3486.93,4623.353
1,3773.2,4623.353
7,3988.11,4658.2959
6,2824.93,4658.2959
5,2754.71,4658.2959
4,2754.71,4658.2959
3,3090.08,4658.2959
2,3530.91,4658.2959
1,3818.89,4658.2959
7,3971.44,4767.8618
6,2826.13,4767.8618
5,2778.67,4767.8618
4,2778.67,4767.8618
3,3117.35,4767.8618
2,3566.42,4767.8618
1,3856.78,4767.8618
7,3962.79,4893.4111
6,2834.55,4893.4111
5,2812.25,4893.4111
4,2812.25,4893.4111
3,3153.88,4893.4111
2,3598.82,4893.4111
1,3890.58,4893.4111
7,3962.42,5037.6421
6,2850.65,5037.6421
5,2857.27,5037.6421
4,2857.27,5037.6421
3,3201.59,5037.6421
2,3637.27,5037.6421
1,3932.46,5037.6421
7,3971.1,5152.3857
6,2874.98,5152.3857
5,2921.95,5152.3857
4,2921.95,5152.3857
3,3262.38,5152.3857
2,3690.96,5152.3857
1,3994.52,5152.3857
7,3986.07,5287.9165
6,2904.84,5287.9165
5,2998.9,5287.9165
4,2998.9,5287.9165
3,3333.36,5287.9165
2,3755.68,5287.9165
1,4075.69,5287.9165
7,4003.79,5428.8564
6,2936.83,5428.8564
5,3082.24,5428.8564
4,3082.24,5428.8564
3,3409.52,5428.8564
2,3821.26,5428.8564
1,4160.21,5428.8564
7,4023.98,5554.3364
6,2970.8,5554.3364
5,3169.73,5554.3364
4,3169.73,5554.3364
3,3489.0,5554.3364
2,3887.38,5554.3364
1,4237.96,5554.3364
7,4046.13,5635.354
6,3006.31,5635.354
5,3259.45,5635.354
4,3259.45,5635.354
3,3570.24,5635.354
2,3953.68,5635.354
1,4299.26,5635.354
7,4069.9,5606.3521
6,3043.06,5606.3521
5,3349.1,5606.3521
4,3349.1,5606.3521
3,3651.49,5606.3521
2,4020.02,5606.3521
1,4342.7,5606.3521
7,4094.86,5613.4468
6,3080.7,5613.4468
5,3436.69,5613.4468
4,3436.69,5613.4468
3,3730.98,5613.4468
2,4086.06,5613.4468
1,4381.88,5613.4468
7,4120.63,5609.9097
6,3119.07,5609.9097
5,3521.25,5609.9097
4,3521.25,5609.9097
3,3807.07,5609.9097
2,4151.61,5609.9097
1,4429.5,5609.9097
7,4146.8,5612.8589
6,3157.7,5612.8589
5,3600.05,5612.8589
4,3600.05,5612.8589
3,3878.13,5612.8589
2,4216.41,5612.8589
1,4498.04,5612.8589
7,4172.96,5644.855
6,3196.32,5644.855
5,3668.05,5644.855
4,3668.05,5644.855
3,3942.37,5644.855
2,4280.15,5644.855
1,4578.4,5644.855
7,4198.8,5788.1548
6,3234.58,5788.1548
5,3723.54,5788.1548
4,3723.54,5788.1548
3,3998.08,5788.1548
2,4342.65,5788.1548
1,4656.81,5788.1548
7,4223.8,5919.917
6,3272.32,5919.917
5,3768.39,5919.917
4,3768.39,5919.917
3,4043.59,5919.917
2,4403.54,5919.917
1,4739.01,5919.917
7,4247.51,6049.3198
6,3309.03,6049.3198
5,3798.69,6049.3198
4,3798.69,6049.3198
3,4077.3,6049.3198
2,4462.71,6049.3198
1,4830.87,6049.3198
7,4269.72,6219.6104
6,3344.55,6219.6104
5,3821.08,6219.6104
4,3821.08,6219.6104
3,4104.48,6219.6104
2,4526.03,6219.6104
1,4936.28,6219.6104
7,4289.83,6408.0151
6,3378.51,6408.0151
5,3843.68,6408.0151
4,3843.68,6408.0151
3,4131.63,6408.0151
2,4597.83,6408.0151
1,5046.01,6408.0151
7,4307.57,6553.3228
6,3410.55,6553.3228
5,3866.58,6553.3228
4,3866.58,6553.3228
3,4158.86,6553.3228
2,4675.39,6553.3228
1,5146.82,6553.3228
7,4322.57,6784.3999
6,3440.41,6784.3999
5,3889.52,6784.3999
4,3889.52,6784.3999
3,4186.13,6784.3999
2,4755.68,6784.3999
1,5225.44,6784.3999
7,4334.3,6891.3291
6,3467.71,6891.3291
5,3912.46,6891.3291
4,3912.46,6891.3291
3,4213.38,6891.3291
2,4836.07,6891.3291
1,5296.88,6891.3291
7,4342.43,6971.9854
6,3492.22,6971.9854
5,3935.36,6971.9854
4,3935.36,6971.9854
3,4240.68,6971.9854
2,4913.6,6971.9854
1,5373.85,6971.9854
7,4346.45,7128.3013
6,3513.69,7128.3013
5,3958.0,7128.3013
4,3958.0,7128.3013
3,4267.84,7128.3013
2,4985.38,7128.3013
1,5439.66,7128.3013
7,4346.19,7207.1108
6,3531.6,7207.1108
5,3980.28,7207.1108
4,3980.28,7207.1108
3,4294.98,7207.1108
2,5048.76,7207.1108
1,5477.32,7207.1108
7,4341.06,7256.0361
6,3545.81,7256.0361
5,4002.26,7256.0361
4,4002.26,7256.0361
3,4322.04,7256.0361
2,5100.76,7256.0361
1,5501.09,7256.0361
7,4330.68,7290.481
6,3555.9,7290.481
5,4023.73,7290.481
4,4023.73,7290.481
3,4349.14,7290.481
2,5138.57,7290.481
1,5528.59,7290.481
7,4314.76,7314.4258
6,3561.65,7314.4258
5,4044.47,7314.4258
4,4044.47,7314.4258
3,4376.11,7314.4258
2,5159.4,7314.4258
1,5548.52,7314.4258
7,4292.75,7357.1948
6,3562.75,7357.1948
5,4064.56,7357.1948
4,4064.56,7357.1948
3,4402.89,7357.1948
2,5160.42,7357.1948
1,5549.51,7357.1948
7,4268.41,7324.937
6,3561.74,7324.937
5,4085.47,7324.937
4,4085.47,7324.937
3,4431.8,7324.937
2,5150.9,7324.937
1,5539.28,7324.937
7,4245.75,7328.8564
6,3561.34,7328.8564
5,4108.6,7328.8564
4,4108.6,7328.8564
3,4464.19,7328.8564
2,5141.93,7328.8564
1,5530.25,7328.8564
7,4224.37,7358.6865
6,3561.61,7358.6865
5,4133.54,7358.6865
4,4133.54,7358.6865
3,4498.81,7358.6865
2,5133.42,7358.6865
1,5518.71,7358.6865
7,4204.14,7332.5039
6,3562.37,7332.5039
5,4160.18,7332.5039
4,4160.18,7332.5039
3,4534.61,7332.5039
2,5125.01,7332.5039
1,5501.18,7332.5039
7,4184.98,7327.4702
6,3563.53,7327.4702
5,4188.07,7327.4702
4,4188.07,7327.4702
3,4570.47,7327.4702
2,5116.62,7327.4702
1,5480.57,7327.4702
7,4166.4,7304.7915
6,3564.93,7304.7915
5,4216.92,7304.7915
4,4216.92,7304.7915
3,4605.1,7304.7915
2,5108.01,7304.7915
1,5460.58,7304.7915
7,4148.3,7314.46
6,3566.61,7314.46
5,4246.36,7314.46
4,4246.36,7314.46
3,4637.48,7314.46
2,5099.04,7314.46
1,5439.23,7314.46
7,4130.42,7309.5381
6,3568.34,7309.5381
5,4276.11,7309.5381
4,4276.11,7309.5381
3,4666.37,7309.5381
2,5089.57,7309.5381
1,5414.33,7309.5381
7,4111.27,7279.9204
6,3570.12,7279.9204
5,4305.94,7279.9204
4,4305.94,7279.9204
3,4690.67,7279.9204
2,5079.3,7279.9204
1,5384.35,7279.9204
7,4091.1,7252.5029
6,3571.74,7252.5029
5,4335.33,7252.5029
4,4335.33,7252.5029
3,4709.22,7252.5029
2,5068.12,7252.5029
1,5352.52,7252.5029
7,4070.49,7242.8511
6,3573.22,7242.8511
5,4364.06,7242.8511
4,4364.06,7242.8511
3,4720.8,7242.8511
2,5055.77,7242.8511
1,5324.3,7242.8511
7,4049.32,7257.6099
6,3574.4,7257.6099
5,4392.03,7257.6099
4,4392.03,7257.6099
3,4724.25,7257.6099
2,5042.12,7257.6099
1,5304.8,7257.6099
7,4027.5,7216.5654
6,3575.13,7216.5654
5,4418.61,7216.5654
4,4418.61,7216.5654
3,4723.26,7216.5654
2,5026.42,7216.5654
1,5290.85,7216.5654
7,4004.83,7206.5093
6,3575.39,7206.5093
5,4443.66,7206.5093
4,4443.66,7206.5093
3,4721.91,7206.5093
2,5008.72,7206.5093
1,5276.5,7206.5093
7,2933.07,4712.1782
6,4030.06,4712.1782
5,4030.06,4712.1782
4,4161.48,4712.1782
3,4174.87,4712.1782
2,4477.97,4712.1782
1,4177.04,4712.1782
7,2883.22,4667.0371
6,3993.21,4667.0371
5,3993.21,4667.0371
4,4106.9,4667.0371
3,4112.54,4667.0371
2,4455.86,4667.0371
1,4160.02,4667.0371
7,2834.13,4683.9697
6,3956.86,4683.9697
5,3956.86,4683.9697
4,4066.92,4683.9697
3,4062.28,4683.9697
2,4432.38,4683.9697
1,4143.12,4683.9697
7,2786.61,4700.9136
6,3921.59,4700.9136
5,3921.59,4700.9136
4,4041.55,4700.9136
3,4026.4,4700.9136
2,4411.56,4700.9136
1,4125.82,4700.9136
7,2741.46,4762.4985
6,3888.08,4762.4985
5,3888.08,4762.4985
4,4034.37,4762.4985
3,4007.32,4762.4985
2,4397.29,4762.4985
1,4107.68,4762.4985
7,2699.52,4839.0112
6,3856.75,4839.0112
5,3856.75,4839.0112
4,4031.8,4839.0112
3,3996.33,4839.0112
2,4392.04,4839.0112
1,4091.0,4839.0112
7,2661.92,4903.7241
6,3828.46,4903.7241
5,3828.46,4903.7241
4,4020.51,4903.7241
3,3983.51,4903.7241
2,4389.61,4903.7241
1,4075.71,4903.7241
7,2629.86,4958.2197
6,3803.78,4958.2197
5,3803.78,4958.2197
4,4003.52,4958.2197
3,3969.44,4958.2197
2,4381.4,4958.2197
1,4057.66,4958.2197
7,2603.49,4987.1074
6,3782.83,4987.1074
5,3782.83,4987.1074
4,3983.8,4987.1074
3,3954.69,4987.1074
2,4358.34,4987.1074
1,4032.61,4987.1074
7,2583.19,5008.3188
6,3766.4,5008.3188
5,3766.4,5008.3188
4,3964.44,5008.3188
3,3940.06,5008.3188
2,4327.95,5008.3188
1,3997.42,5008.3188
7,2569.92,5068.291
6,3754.71,5068.291
5,3754.71,5068.291
4,3947.81,5068.291
3,3926.58,5068.291
2,4299.34,5068.291
1,3958.65,5068.291
7,2564.03,5062.3369
6,3748.55,5062.3369
5,3748.55,5062.3369
4,3936.92,5062.3369
3,3914.28,5062.3369
2,4267.03,5062.3369
1,3927.03,5062.3369
7,2566.0,5099.7988
6,3748.01,5099.7988
5,3748.01,5099.7988
4,3934.42,5099.7988
3,3903.99,5099.7988
2,4225.21,5099.7988
1,3913.34,5099.7988
7,2576.76,5102.5488
6,3753.83,5102.5488
5,3753.83,5102.5488
4,3943.18,5102.5488
3,3895.64,5102.5488
2,4168.42,5102.5488
1,3910.99,5102.5488
7,2597.34,5020.1807
6,3767.18,5020.1807
5,3767.18,5020.1807
4,3966.1,5020.1807
3,3888.49,5020.1807
2,4106.05,5020.1807
1,3907.78,5020.1807
7,2628.89,5020.8716
6,3788.51,5020.8716
5,3788.51,5020.8716
4,4005.9,5020.8716
3,3885.36,5020.8716
2,4054.71,5020.8716
1,3906.31,5020.8716
7,2672.14,4980.0298
6,3818.42,4980.0298
5,3818.42,4980.0298
4,4066.34,4980.0298
3,3889.2,4980.0298
2,4031.42,4980.0298
1,3908.96,4980.0298
7,2726.33,4917.8198
6,3855.19,4917.8198
5,3855.19,4917.8198
4,4145.97,4917.8198
3,3896.72,4917.8198
2,4031.39,4917.8198
1,3912.46,4917.8198
7,2786.24,4885.7041
6,3896.88,4885.7041
5,3896.88,4885.7041
4,4238.73,4885.7041
3,3908.34,4885.7041
2,4037.13,4885.7041
1,3914.5,4885.7041
