日期,时间,供电类型,供电负荷值
20231107,02:30,供电有功,8933.3447
20231107,02:45,供电有功,9003.3525
20231107,03:00,供电有功,8983.8926
20231107,03:15,供电有功,9078.3418
20231107,03:30,供电有功,9073.0107
20231107,03:45,供电有功,9069.1602
20231107,04:00,供电有功,9093.1221
20231107,04:15,供电有功,9308.0313
20231107,04:30,供电有功,9331.5537
20231107,04:45,供电有功,9384.4385
20231107,05:00,供电有功,9583.7295
20231107,05:15,供电有功,9762.5518
20231107,05:30,供电有功,9828.2627
20231107,05:45,供电有功,9984.958
20231107,06:00,供电有功,10166.1875
20231107,06:15,供电有功,10497.7803
20231107,06:30,供电有功,10842.5947
20231107,06:45,供电有功,11008.626
20231107,07:00,供电有功,11191.5264
20231107,07:15,供电有功,11174.7285
20231107,07:30,供电有功,11173.5283
20231107,07:45,供电有功,11142.6748
20231107,08:00,供电有功,10980.3652
20231107,08:15,供电有功,11004.4756
20231107,08:30,供电有功,11015.5684
20231107,08:45,供电有功,11023.8408
20231107,09:00,供电有功,11034.582
20231107,09:15,供电有功,10963.0537
20231107,09:30,供电有功,10926.3154
20231107,09:45,供电有功,10930.0146
20231107,10:00,供电有功,11019.0371
20231107,10:15,供电有功,11089.3096
20231107,10:30,供电有功,11255.4629
20231107,10:45,供电有功,11334.7637
20231107,11:00,供电有功,11373.8301
20231107,11:15,供电有功,11440.9434
20231107,11:30,供电有功,11262.1904
20231107,11:45,供电有功,11177.7988
20231107,12:00,供电有功,10955.9443
20231107,12:15,供电有功,10884.1934
20231107,12:30,供电有功,10894.8789
20231107,12:45,供电有功,10687.4697
20231107,13:00,供电有功,10702.667
20231107,13:15,供电有功,10775.2744
20231107,13:30,供电有功,10782.834
20231107,13:45,供电有功,10862.3887
20231107,14:00,供电有功,10856.1289
20231107,14:15,供电有功,10944.6025
20231107,14:30,供电有功,11027.124
20231107,14:45,供电有功,11158.0801
20231107,15:00,供电有功,11265.8311
20231107,15:15,供电有功,11428.1914
20231107,15:30,供电有功,11613.3223
20231107,15:45,供电有功,11797.6309
20231107,16:00,供电有功,12126.5264
20231107,16:15,供电有功,12605.7842
20231107,16:30,供电有功,13035.6875
20231107,16:45,供电有功,13214.7012
20231107,17:00,供电有功,13119.7051
20231107,17:15,供电有功,12962.1787
20231107,17:30,供电有功,12781.0156
20231107,17:45,供电有功,12613.1377
20231107,18:00,供电有功,12466.5117
20231107,18:15,供电有功,12358.5684
20231107,18:30,供电有功,12261.0918
20231107,18:45,供电有功,12133.0439
20231107,19:00,供电有功,12086.9775
20231107,19:15,供电有功,12065.2324
20231107,19:30,供电有功,11997.1318
20231107,19:45,供电有功,11877.7471
20231107,20:00,供电有功,11834.377
20231107,20:15,供电有功,11790.2705
20231107,20:30,供电有功,11842.6455
20231107,20:45,供电有功,12094.4932
20231107,21:00,供电有功,11890.6387
20231107,21:15,供电有功,11687.4736
20231107,21:30,供电有功,11514.7715
20231107,21:45,供电有功,11281.9131
20231107,22:00,供电有功,11100.1299
20231107,22:15,供电有功,10823.8818
20231107,22:30,供电有功,10673.957
20231107,22:45,供电有功,10639.9902
20231107,23:00,供电有功,10453.7197
20231107,23:15,供电有功,10328.3604
20231108,00:00,供电有功,9868.792
20231108,00:15,供电有功,9807.8037
20231108,00:30,供电有功,9670.1357
20231108,00:45,供电有功,9599.1348
20231108,01:00,供电有功,9543.208
20231108,01:15,供电有功,9543.376
20231108,01:30,供电有功,9532.251
20231108,01:45,供电有功,9426.8047
20231108,02:00,供电有功,9365.4951
20231108,02:15,供电有功,9403.7402
20231108,02:30,供电有功,9329.332
20231108,02:45,供电有功,9371.2324
20231108,03:00,供电有功,9383.3965
20231108,03:15,供电有功,9473.3262
20231108,03:30,供电有功,9496.3525
20231108,03:45,供电有功,9578.6631
20231108,04:00,供电有功,9561.4648
20231108,04:15,供电有功,9742.8711
20231108,04:30,供电有功,9833.5264
20231108,04:45,供电有功,9862.3867
20231108,05:00,供电有功,9926.0713
20231108,05:15,供电有功,10155.6299
20231108,05:30,供电有功,10341.3809
20231108,05:45,供电有功,10555.0068
20231108,06:00,供电有功,10789.7109
20231108,06:15,供电有功,11216.8896
20231108,06:30,供电有功,11565.1084
20231108,06:45,供电有功,11744.3174
20231108,07:00,供电有功,11876.6055
20231108,07:15,供电有功,11836.7139
20231108,07:30,供电有功,11762.0625
20231108,07:45,供电有功,11789.1016
20231108,08:00,供电有功,11784.9209
20231108,08:15,供电有功,11941.2207
20231108,08:30,供电有功,11952.3672
20231108,08:45,供电有功,11943.7158
20231108,09:00,供电有功,11898.6553
20231108,09:15,供电有功,11849.1963
20231108,09:30,供电有功,11964.7607
20231108,09:45,供电有功,11949.6836
20231108,10:00,供电有功,12002.9463
20231108,10:15,供电有功,12122.9961
20231108,10:30,供电有功,12244.8701
20231108,10:45,供电有功,12444.3701
20231108,11:00,供电有功,12417.7441
20231108,11:15,供电有功,12396.8984
20231108,11:30,供电有功,12214.9795
20231108,11:45,供电有功,12111.7705
20231108,12:00,供电有功,11847.3203
20231108,12:15,供电有功,11769.3271
20231108,12:30,供电有功,11701.3203
20231108,12:45,供电有功,11607.6289
20231108,13:00,供电有功,11646.1797
20231108,13:15,供电有功,11749.8457
20231108,13:30,供电有功,11739.5205
20231108,13:45,供电有功,11848.1465
20231108,14:00,供电有功,11754.5381
20231108,14:15,供电有功,11927.7021
20231108,14:30,供电有功,11941.0371
20231108,14:45,供电有功,12021.9521
20231108,15:00,供电有功,12053.418
20231108,15:15,供电有功,12273.9648
20231108,15:30,供电有功,12358.8359
20231108,15:45,供电有功,12472.4609
20231108,16:00,供电有功,12754.9336
20231108,16:15,供电有功,13101.2041
20231108,16:30,供电有功,13356.6953
20231108,16:45,供电有功,13433.4775
20231108,17:00,供电有功,13310.499
20231108,17:15,供电有功,13199.1797
20231108,17:30,供电有功,13030.2461
20231108,17:45,供电有功,12821.6406
20231108,18:00,供电有功,12749.0449
20231108,18:15,供电有功,12603.6553
20231108,18:30,供电有功,12557.6475
20231108,18:45,供电有功,12444.2295
20231108,19:00,供电有功,12378.3057
20231108,19:15,供电有功,12311.7109
20231108,19:30,供电有功,12264.7656
20231108,19:45,供电有功,12215.9287
20231108,20:00,供电有功,12069.4482
20231108,20:15,供电有功,12018.4248
20231108,20:30,供电有功,12105.9512
20231108,20:45,供电有功,12413.1064
20231108,21:00,供电有功,12253.9609
20231108,21:15,供电有功,12126.4336
20231108,21:30,供电有功,11934.9814
20231108,21:45,供电有功,11701.9033
20231108,22:00,供电有功,11459.9287
20231108,22:15,供电有功,11270.8125
20231108,22:30,供电有功,11081.0605
20231108,22:45,供电有功,11065.709
20231108,23:00,供电有功,10852.7344
20231108,23:15,供电有功,10641.6279
20231109,00:00,供电有功,10045.5508
20231109,00:15,供电有功,10055.6318
20231109,00:30,供电有功,10000.4072
20231109,00:45,供电有功,9894.6748
20231109,01:00,供电有功,9765.8203
20231109,01:15,供电有功,9838.3027
20231109,01:30,供电有功,9740.6455
20231109,01:45,供电有功,9674.3252
20231109,02:00,供电有功,9594.7861
20231109,02:15,供电有功,9626.5313
20231109,02:30,供电有功,9644.9629
20231109,02:45,供电有功,9695.6875
20231109,03:00,供电有功,9673.3633
20231109,03:15,供电有功,9760.6104
20231109,03:30,供电有功,9732.2451
20231109,03:45,供电有功,9704.1426
20231109,04:00,供电有功,9761.4092
20231109,04:15,供电有功,9961.5869
20231109,04:30,供电有功,10090.1631
20231109,04:45,供电有功,10181.4404
20231109,05:00,供电有功,10229.999
20231109,05:15,供电有功,10407.8447
20231109,05:30,供电有功,10600.9736
20231109,05:45,供电有功,10807.125
20231109,06:00,供电有功,10928.2637
20231109,06:15,供电有功,11400.8223
20231109,06:30,供电有功,11711.2676
20231109,06:45,供电有功,11876.5449
20231109,07:00,供电有功,11938.875
20231109,07:15,供电有功,12047.0566
20231109,07:30,供电有功,11976.4844
20231109,07:45,供电有功,11862.0703
20231109,08:00,供电有功,11919.5371
20231109,08:15,供电有功,12031.6865
20231109,08:30,供电有功,12044.3428
20231109,08:45,供电有功,11994.0342
20231109,09:00,供电有功,11959.3301
20231109,09:15,供电有功,11965.7695
20231109,09:30,供电有功,11947.3682
20231109,09:45,供电有功,11942.3613
20231109,10:00,供电有功,12049.0801
20231109,10:15,供电有功,12132.6855
20231109,10:30,供电有功,12185.9912
20231109,10:45,供电有功,12277.627
20231109,11:00,供电有功,12242.8945
20231109,11:15,供电有功,12234.0742
20231109,11:30,供电有功,12011.3154
20231109,11:45,供电有功,11926.5527
20231109,12:00,供电有功,11644.1729
20231109,12:15,供电有功,11662.0322
20231109,12:30,供电有功,11498.9473
20231109,12:45,供电有功,11481.0381
20231109,13:00,供电有功,11547.0645
20231109,13:15,供电有功,11557.5938
20231109,13:30,供电有功,11625.126
20231109,13:45,供电有功,11661.3223
20231109,14:00,供电有功,11850.0801
20231109,14:15,供电有功,11824.1113
20231109,14:30,供电有功,11947.8848
20231109,14:45,供电有功,12050.1738
20231109,15:00,供电有功,12058.5889
20231109,15:15,供电有功,12212.3613
20231109,15:30,供电有功,12323.0566
20231109,15:45,供电有功,12462.1406
20231109,16:00,供电有功,12735.7275
20231109,16:15,供电有功,13160.4736
20231109,16:30,供电有功,13492.9277
20231109,16:45,供电有功,13586.4209
20231109,17:00,供电有功,13392.0557
20231109,17:15,供电有功,13262.2666
20231109,17:30,供电有功,13062.6934
20231109,17:45,供电有功,12959.9082
20231109,18:00,供电有功,12698.9473
20231109,18:15,供电有功,12657.0127
20231109,18:30,供电有功,12543.3291
20231109,18:45,供电有功,12500.0898
20231109,19:00,供电有功,12368.4189
20231109,19:15,供电有功,12328.9629
20231109,19:30,供电有功,12269.7197
20231109,19:45,供电有功,12186.4463
20231109,20:00,供电有功,12051.5986
20231109,20:15,供电有功,12080.3105
20231109,20:30,供电有功,12100.8848
20231109,20:45,供电有功,12392.5078
20231109,21:00,供电有功,12249.5381
20231109,21:15,供电有功,12141.5889
20231109,21:30,供电有功,11872.2949
20231109,21:45,供电有功,11660.3857
20231109,22:00,供电有功,11400.125
20231109,22:15,供电有功,11266.4131
20231109,22:30,供电有功,11118.8594
20231109,22:45,供电有功,11087.7344
20231109,23:00,供电有功,10852.9502
20231109,23:15,供电有功,10718.9346
20231109,23:30,供电有功,10491.4551
20231109,23:45,供电有功,10293.6592
20231110,00:00,供电有功,10137.2412
20231110,00:15,供电有功,10034.6631
20231110,00:30,供电有功,9995.6523
20231110,00:45,供电有功,9811.998
20231110,01:00,供电有功,9742.6738
20231110,01:15,供电有功,9783.9268
20231110,01:30,供电有功,9698.4355
20231110,01:45,供电有功,9629.8477
20231110,02:00,供电有功,9598.4629
20231110,02:15,供电有功,9558.5215
20231110,02:30,供电有功,9552.6094
20231110,02:45,供电有功,9553.4541
20231110,03:00,供电有功,9524.998
20231110,03:15,供电有功,9670.2656
20231110,03:30,供电有功,9665.6465
20231110,03:45,供电有功,9752.0332
20231110,04:00,供电有功,9663.4619
20231110,04:15,供电有功,9860.1328
20231110,04:30,供电有功,9951.3652
20231110,04:45,供电有功,10084.0449
20231110,05:00,供电有功,10162.4346
20231110,05:15,供电有功,10332.2305
20231110,05:30,供电有功,10574.541
20231110,05:45,供电有功,10784.6123
20231110,06:00,供电有功,10939.585
20231110,06:15,供电有功,11363.0928
20231110,06:30,供电有功,11613.6611
20231110,06:45,供电有功,11882.7871
20231110,07:00,供电有功,11893.7979
20231110,07:15,供电有功,12079.4443
20231110,07:30,供电有功,11989.127
20231110,07:45,供电有功,11867.4229
20231110,08:00,供电有功,11972.7686
20231110,08:15,供电有功,11904.1074
20231110,08:30,供电有功,11946.8457
20231110,08:45,供电有功,11988.9648
20231110,09:00,供电有功,11863.5195
20231110,09:15,供电有功,11935.9775
20231110,09:30,供电有功,11900.833
20231110,09:45,供电有功,11982.0
20231110,10:00,供电有功,11904.9092
20231110,10:15,供电有功,11998.4482
20231110,10:30,供电有功,12025.7344
20231110,10:45,供电有功,12149.0508
20231110,11:00,供电有功,12148.1143
20231110,11:15,供电有功,12040.8936
20231110,11:30,供电有功,11838.5264
20231110,11:45,供电有功,11719.082
20231110,12:00,供电有功,11407.0557
20231110,12:15,供电有功,11398.7295
20231110,12:30,供电有功,11375.125
20231110,12:45,供电有功,11333.4365
20231110,13:00,供电有功,11337.8184
20231110,13:15,供电有功,11453.1563
20231110,13:30,供电有功,11517.4092
20231110,13:45,供电有功,11607.5293
20231110,14:00,供电有功,11626.1758
20231110,14:15,供电有功,11729.5596
20231110,14:30,供电有功,11830.1543
20231110,14:45,供电有功,11909.249
20231110,15:00,供电有功,11991.4063
20231110,15:15,供电有功,12149.8438
20231110,15:30,供电有功,12283.0527
20231110,15:45,供电有功,12431.7832
20231110,16:00,供电有功,12764.001
20231110,16:15,供电有功,13208.2168
20231110,16:30,供电有功,13521.125
20231110,16:45,供电有功,13516.8984
20231110,17:00,供电有功,13367.7568
20231110,17:15,供电有功,13162.0
20231110,17:30,供电有功,13017.5459
20231110,17:45,供电有功,12843.6865
20231110,18:00,供电有功,12751.6992
20231110,18:15,供电有功,12704.0273
20231110,18:30,供电有功,12578.5557
20231110,18:45,供电有功,12538.3193
20231110,19:00,供电有功,12446.2324
20231110,19:15,供电有功,12402.8145
20231110,19:30,供电有功,12370.5068
20231110,19:45,供电有功,12246.1328
20231110,20:00,供电有功,12153.3662
20231110,20:15,供电有功,12150.8623
20231110,20:30,供电有功,12198.7041
20231110,20:45,供电有功,12474.7334
20231110,21:00,供电有功,12387.6963
20231110,21:15,供电有功,12298.1426
20231110,21:30,供电有功,12008.9512
20231110,21:45,供电有功,11874.3076
20231110,22:00,供电有功,11714.5811
20231110,22:15,供电有功,11376.2598
20231110,22:30,供电有功,11187.9316
20231110,22:45,供电有功,11178.0557
20231110,23:00,供电有功,11098.0
20231110,23:15,供电有功,10704.5889
20231111,00:00,供电有功,10194.2646
20231111,00:15,供电有功,10116.9404
20231111,00:30,供电有功,10049.8857
20231111,00:45,供电有功,9993.667
20231111,01:00,供电有功,9820.79
20231111,01:15,供电有功,9891.8984
20231111,01:30,供电有功,9771.7061
20231111,01:45,供电有功,9748.627
20231111,02:00,供电有功,9748.5625
20231111,02:15,供电有功,9711.5869
20231111,02:30,供电有功,9665.3398
20231111,02:45,供电有功,9729.7607
20231111,03:00,供电有功,9632.3994
20231111,03:15,供电有功,9785.3018
20231111,03:30,供电有功,9725.0527
20231111,03:45,供电有功,9744.7021
20231111,04:00,供电有功,9850.0361
20231111,04:15,供电有功,10127.8887
20231111,04:30,供电有功,10093.3281
20231111,04:45,供电有功,10262.2256
20231111,05:00,供电有功,10327.5723
20231111,05:15,供电有功,10433.9326
20231111,05:30,供电有功,10654.0957
20231111,05:45,供电有功,10755.1084
20231111,06:00,供电有功,10912.7021
20231111,06:15,供电有功,11205.8623
20231111,06:30,供电有功,11460.3789
20231111,06:45,供电有功,11556.9141
20231111,07:00,供电有功,11787.0977
20231111,07:15,供电有功,11883.3799
20231111,07:30,供电有功,11929.8408
20231111,07:45,供电有功,11786.0215
20231111,08:00,供电有功,11763.3486
20231111,08:15,供电有功,11846.4219
20231111,08:30,供电有功,11843.4258
20231111,08:45,供电有功,11839.3818
20231111,09:00,供电有功,11742.7793
20231111,09:15,供电有功,11765.4678
20231111,09:30,供电有功,11699.4053
20231111,09:45,供电有功,11766.9219
20231111,10:00,供电有功,11772.6621
20231111,10:15,供电有功,11901.502
20231111,10:30,供电有功,11935.6563
20231111,10:45,供电有功,12117.3662
20231111,11:00,供电有功,12054.2217
20231111,11:15,供电有功,11927.9492
20231111,11:30,供电有功,11776.248
20231111,11:45,供电有功,11689.584
20231111,12:00,供电有功,11481.7715
20231111,12:15,供电有功,11470.0029
20231111,12:30,供电有功,11398.585
20231111,12:45,供电有功,11433.4717
20231111,13:00,供电有功,11377.8115
20231111,13:15,供电有功,11566.2041
20231111,13:30,供电有功,11559.0029
20231111,13:45,供电有功,11715.8906
20231111,14:00,供电有功,11695.4473
20231111,14:15,供电有功,11727.5986
20231111,14:30,供电有功,11899.4072
20231111,14:45,供电有功,11964.7119
20231111,15:00,供电有功,12045.7383
20231111,15:15,供电有功,12226.0049
20231111,15:30,供电有功,12467.7793
20231111,15:45,供电有功,12603.3652
20231111,16:00,供电有功,12925.8223
20231111,16:15,供电有功,13367.8672
20231111,16:30,供电有功,13626.7441
20231111,16:45,供电有功,13679.3418
20231111,17:00,供电有功,13493.1201
20231111,17:15,供电有功,13331.4736
20231111,17:30,供电有功,13130.5303
20231111,17:45,供电有功,13037.7002
20231111,18:00,供电有功,12888.0898
20231111,18:15,供电有功,12804.2432
20231111,18:30,供电有功,12703.6113
20231111,18:45,供电有功,12637.3848
20231111,19:00,供电有功,12617.1953
20231111,19:15,供电有功,12530.6924
20231111,19:30,供电有功,12499.1758
20231111,19:45,供电有功,12378.0313
20231111,20:00,供电有功,12352.9902
20231111,20:15,供电有功,12365.5234
20231111,20:30,供电有功,12333.5781
20231111,20:45,供电有功,12661.8125
20231111,21:00,供电有功,12531.6943
20231111,21:15,供电有功,12472.7031
20231111,21:30,供电有功,12172.5225
20231111,21:45,供电有功,11896.8145
20231111,22:00,供电有功,11764.1211
20231111,22:15,供电有功,11547.083
20231111,22:30,供电有功,11373.2822
20231111,22:45,供电有功,11431.0186
20231111,23:00,供电有功,11229.9453
20231111,23:15,供电有功,10979.002
20231111,23:30,供电有功,10758.5322
20231112,00:00,供电有功,10406.751
20231112,00:15,供电有功,10321.166
20231112,00:30,供电有功,10285.9238
20231112,00:45,供电有功,10162.7725
20231112,01:00,供电有功,10088.4043
20231112,01:15,供电有功,10013.3398
20231112,01:30,供电有功,9928.5801
20231112,01:45,供电有功,9941.7607
20231112,02:00,供电有功,9925.5137
20231112,02:15,供电有功,9837.3262
20231112,02:30,供电有功,9802.999
20231112,02:45,供电有功,9699.6299
20231112,03:00,供电有功,9795.1348
20231112,03:15,供电有功,9921.9473
20231112,03:30,供电有功,9851.2334
20231112,03:45,供电有功,9843.8906
20231112,04:00,供电有功,10010.3008
20231112,04:15,供电有功,10089.7461
20231112,04:30,供电有功,10193.4697
20231112,04:45,供电有功,10300.5928
20231112,05:00,供电有功,10383.9961
20231112,05:15,供电有功,10591.124
20231112,05:30,供电有功,10635.5176
20231112,05:45,供电有功,10732.2559
20231112,06:00,供电有功,10837.1172
20231112,06:15,供电有功,11076.9551
20231112,06:30,供电有功,11277.5146
20231112,06:45,供电有功,11407.3975
20231112,07:00,供电有功,11663.5947
20231112,07:15,供电有功,11873.8896
20231112,07:30,供电有功,11806.5352
20231112,07:45,供电有功,11709.4463
20231112,08:00,供电有功,11741.5098
20231112,08:15,供电有功,11796.2949
20231112,08:30,供电有功,11712.5879
20231112,08:45,供电有功,11778.9883
20231112,09:00,供电有功,11714.1172
20231112,09:15,供电有功,11683.5039
20231112,09:30,供电有功,11644.6572
20231112,09:45,供电有功,11615.9092
20231112,10:00,供电有功,11653.6982
20231112,10:15,供电有功,11739.3672
20231112,10:30,供电有功,11705.3926
20231112,10:45,供电有功,11809.417
20231112,11:00,供电有功,11840.1211
20231112,11:15,供电有功,11797.4609
20231112,11:30,供电有功,11591.7324
20231112,11:45,供电有功,11571.8594
20231112,12:00,供电有功,11370.5762
20231112,12:15,供电有功,11450.1035
20231112,12:30,供电有功,11261.3848
20231112,12:45,供电有功,11243.3418
20231112,13:00,供电有功,11294.3525
20231112,13:15,供电有功,11340.1631
20231112,13:30,供电有功,11446.084
20231112,13:45,供电有功,11479.3486
20231112,14:00,供电有功,11521.8037
20231112,14:15,供电有功,11644.3818
20231112,14:30,供电有功,11806.4375
20231112,14:45,供电有功,11754.8154
20231112,15:00,供电有功,11899.0107
20231112,15:15,供电有功,12113.8711
20231112,15:30,供电有功,12304.0518
20231112,15:45,供电有功,12414.3994
20231112,16:00,供电有功,12794.9209
20231112,16:15,供电有功,13353.0518
20231112,16:30,供电有功,13588.7441
20231112,16:45,供电有功,13700.1914
20231112,17:00,供电有功,13521.0205
20231112,17:15,供电有功,13365.127
20231112,17:30,供电有功,13200.0703
20231112,17:45,供电有功,12995.3662
20231112,18:00,供电有功,12902.5273
20231112,18:15,供电有功,12725.1934
20231112,18:30,供电有功,12729.5244
20231112,18:45,供电有功,12616.623
20231112,19:00,供电有功,12575.7773
20231112,19:15,供电有功,12557.9209
20231112,19:30,供电有功,12424.0264
20231112,19:45,供电有功,12415.1631
20231112,20:00,供电有功,12280.3496
20231112,20:15,供电有功,12417.5498
20231112,20:30,供电有功,12408.8535
20231112,20:45,供电有功,12633.7803
20231112,21:00,供电有功,12509.3838
20231112,21:15,供电有功,12394.3701
20231112,21:30,供电有功,12072.2686
20231112,21:45,供电有功,11750.998
20231112,22:00,供电有功,11518.3164
20231112,22:15,供电有功,11338.1494
20231112,22:30,供电有功,11044.3516
20231112,22:45,供电有功,11125.3887
20231112,23:00,供电有功,10870.2354
20231112,23:15,供电有功,10694.0088
20231112,23:30,供电有功,10464.7764
20231113,00:00,供电有功,10057.3916
20231113,00:15,供电有功,9983.1787
20231113,00:30,供电有功,9973.0713
20231113,00:45,供电有功,9764.0381
20231113,01:00,供电有功,9771.9111
20231113,01:15,供电有功,9748.7354
20231113,01:30,供电有功,9725.0283
20231113,01:45,供电有功,9576.2344
20231113,02:00,供电有功,9559.0469
20231113,02:15,供电有功,9630.2451
20231113,02:30,供电有功,9615.7949
20231113,02:45,供电有功,9552.1914
20231113,03:00,供电有功,9553.7598
20231113,03:15,供电有功,9624.4326
20231113,03:30,供电有功,9589.4863
20231113,03:45,供电有功,9736.918
20231113,04:00,供电有功,9661.2461
20231113,04:15,供电有功,9883.8926
20231113,04:30,供电有功,9950.8867
20231113,04:45,供电有功,10094.0615
20231113,05:00,供电有功,10213.4082
20231113,05:15,供电有功,10523.1797
20231113,05:30,供电有功,10623.6758
20231113,05:45,供电有功,10883.7881
20231113,06:00,供电有功,11161.4209
20231113,06:15,供电有功,11632.3379
20231113,06:30,供电有功,11839.1553
20231113,06:45,供电有功,12004.5215
20231113,07:00,供电有功,11971.7041
20231113,07:15,供电有功,12109.6025
20231113,07:30,供电有功,11971.5166
20231113,07:45,供电有功,11762.1885
20231113,08:00,供电有功,11796.0684
20231113,08:15,供电有功,11798.001
20231113,08:30,供电有功,11822.8359
20231113,08:45,供电有功,11754.9863
20231113,09:00,供电有功,11701.0762
20231113,09:15,供电有功,11715.3672
20231113,09:30,供电有功,11721.4561
20231113,09:45,供电有功,11886.376
20231113,10:00,供电有功,11753.3652
20231113,10:15,供电有功,11898.3359
20231113,10:30,供电有功,11958.8633
20231113,10:45,供电有功,12045.3164
20231113,11:00,供电有功,12008.208
20231113,11:15,供电有功,12004.6055
20231113,11:30,供电有功,11756.3242
20231113,11:45,供电有功,11651.0322
20231113,12:00,供电有功,11541.3359
20231113,12:15,供电有功,11356.8408
20231113,12:30,供电有功,11278.9893
20231113,12:45,供电有功,11259.9766
20231113,13:00,供电有功,11222.1943
20231113,13:15,供电有功,11281.4258
20231113,13:30,供电有功,11442.6982
20231113,13:45,供电有功,11521.0947
20231113,14:00,供电有功,11545.7568
20231113,14:15,供电有功,11707.3799
20231113,14:30,供电有功,11792.9473
20231113,14:45,供电有功,11790.751
20231113,15:00,供电有功,11893.1611
20231113,15:15,供电有功,12178.04
20231113,15:30,供电有功,12308.4922
20231113,15:45,供电有功,12503.123
20231113,16:00,供电有功,12964.1855
20231113,16:15,供电有功,13324.7598
20231113,16:30,供电有功,13596.1602
20231113,16:45,供电有功,13664.0879
20231113,17:00,供电有功,13429.3223
20231113,17:15,供电有功,13278.4375
20231113,17:30,供电有功,13110.6553
20231113,17:45,供电有功,12917.8477
20231113,18:00,供电有功,12919.0166
20231113,18:15,供电有功,12757.6426
20231113,18:30,供电有功,12577.4727
20231113,18:45,供电有功,12584.4541
20231113,19:00,供电有功,12482.8311
20231113,19:15,供电有功,12483.4707
20231113,19:30,供电有功,12386.1729
20231113,19:45,供电有功,12362.0566
20231113,20:00,供电有功,12186.7383
20231113,20:15,供电有功,12246.6709
20231113,20:30,供电有功,12291.7012
20231113,20:45,供电有功,12586.5166
20231113,21:00,供电有功,12475.1582
20231113,21:15,供电有功,12255.3096
20231113,21:30,供电有功,12134.9795
20231113,21:45,供电有功,11856.0332
20231113,22:00,供电有功,11613.2715
20231113,22:15,供电有功,11364.8799
20231113,22:30,供电有功,11219.7217
20231113,22:45,供电有功,11071.4111
20231113,23:00,供电有功,10924.3525
20231113,23:15,供电有功,10681.334
20231113,23:30,供电有功,10514.4121
20231114,00:00,供电有功,10184.2188
20231114,00:15,供电有功,10077.2686
20231114,00:30,供电有功,10053.2881
20231114,00:45,供电有功,9992.6064
20231114,01:00,供电有功,9841.1816
20231114,01:15,供电有功,9900.8164
20231114,01:30,供电有功,9786.7549
20231114,01:45,供电有功,9821.1895
20231114,02:00,供电有功,9778.7051
20231114,02:15,供电有功,9768.3711
20231114,02:30,供电有功,9772.2178
20231114,02:45,供电有功,9748.0488
20231114,03:00,供电有功,9800.4346
20231114,03:15,供电有功,9857.9971
20231114,03:30,供电有功,9823.6543
20231114,03:45,供电有功,9883.5332
20231114,04:00,供电有功,9855.8643
20231114,04:15,供电有功,10085.6758
20231114,04:30,供电有功,10117.2295
20231114,04:45,供电有功,10339.2441
20231114,05:00,供电有功,10315.3477
20231114,05:15,供电有功,10621.9375
20231114,05:30,供电有功,10827.2637
20231114,05:45,供电有功,11082.3281
20231114,06:00,供电有功,11246.3672
20231114,06:15,供电有功,11704.7842
20231114,06:30,供电有功,11983.6602
20231114,06:45,供电有功,12160.7998
20231114,07:00,供电有功,12224.3281
20231114,07:15,供电有功,12335.0537
20231114,07:30,供电有功,12204.0371
20231114,07:45,供电有功,12044.6719
20231114,08:00,供电有功,12031.4561
20231114,08:15,供电有功,12147.873
20231114,08:30,供电有功,12042.583
20231114,08:45,供电有功,12017.2666
20231114,09:00,供电有功,11956.2373
20231114,09:15,供电有功,11919.2236
20231114,09:30,供电有功,11910.0234
20231114,09:45,供电有功,11840.0313
20231114,10:00,供电有功,11884.2695
20231114,10:15,供电有功,11977.3223
20231114,10:30,供电有功,12025.2969
20231114,10:45,供电有功,12136.8076
20231114,11:00,供电有功,12062.9814
20231114,11:15,供电有功,12049.7354
20231114,11:30,供电有功,11812.8057
20231114,11:45,供电有功,11724.5469
20231114,12:00,供电有功,11585.1953
20231114,12:15,供电有功,11520.8916
20231114,12:30,供电有功,11393.627
20231114,12:45,供电有功,11430.8857
20231114,13:00,供电有功,11395.6484
20231114,13:15,供电有功,11490.001
20231114,13:30,供电有功,11583.542
20231114,13:45,供电有功,11678.5146
20231114,14:00,供电有功,11587.5508
20231114,14:15,供电有功,11781.8047
20231114,14:30,供电有功,11835.4717
20231114,14:45,供电有功,11935.708
20231114,15:00,供电有功,12153.8486
20231114,15:15,供电有功,12247.6914
20231114,15:30,供电有功,12515.1797
20231114,15:45,供电有功,12665.3105
20231114,16:00,供电有功,13001.5098
20231114,16:15,供电有功,13415.4092
20231114,16:30,供电有功,13706.8398
20231114,16:45,供电有功,13739.2109
20231114,17:00,供电有功,13520.1475
20231114,17:15,供电有功,13359.209
20231114,17:30,供电有功,13110.2773
20231114,17:45,供电有功,13052.2607
20231114,18:00,供电有功,12956.3721
20231114,18:15,供电有功,12751.6309
20231114,18:30,供电有功,12700.9727
20231114,18:45,供电有功,12602.792
20231114,19:00,供电有功,12540.3389
20231114,19:15,供电有功,12546.3076
20231114,19:30,供电有功,12446.8809
20231114,19:45,供电有功,12375.5742
20231114,20:00,供电有功,12271.001
20231114,20:15,供电有功,12308.9121
20231114,20:30,供电有功,12223.6318
20231114,20:45,供电有功,12589.2051
20231114,21:00,供电有功,12504.1826
20231114,21:15,供电有功,12286.7549
